result,time,laps,points,constructor,race,first_name,last_name
10,+1 Lap,55,0,Jordan,2003 Malaysian Grand Prix,Ralph,Firman
11,+1 Lap,55,0,Toyota,2003 Malaysian Grand Prix,Cristiano,Matta
12,+3 Laps,53,0,Williams,2003 Malaysian Grand Prix,Juan Pablo,Montoya
13,+4 Laps,52,0,Minardi,2003 Malaysian Grand Prix,Jos,Verstappen
,Spun off,42,0,Jaguar,2003 Malaysian Grand Prix,Antônio,Pizzonia
,Mechanical,41,0,Minardi,2003 Malaysian Grand Prix,Justin,Wilson
,Engine,35,0,Jaguar,2003 Malaysian Grand Prix,Mark,Webber
,Fuel pressure,12,0,Toyota,2003 Malaysian Grand Prix,Olivier,Panis
,Electrical,2,0,McLaren,2003 Malaysian Grand Prix,David,Coulthard
,Electrical,0,0,BAR,2003 Malaysian Grand Prix,Jacques,Villeneuve
,Electrical,0,0,Jordan,2003 Malaysian Grand Prix,Giancarlo,Fisichella
1,1:31:18.2,54,10,Jordan,2003 Brazilian Grand Prix,Giancarlo,Fisichella
2,+0.945,54,8,McLaren,2003 Brazilian Grand Prix,Kimi,Räikkönen
3,+6.348,54,6,Renault,2003 Brazilian Grand Prix,Fernando,Alonso
4,+8.096,54,5,McLaren,2003 Brazilian Grand Prix,David,Coulthard
5,+8.642,54,4,Sauber,2003 Brazilian Grand Prix,Heinz-Harald,Frentzen
6,+16.054,54,3,BAR,2003 Brazilian Grand Prix,Jacques,Villeneuve
7,+38.526,54,2,Williams,2003 Brazilian Grand Prix,Ralf,Schumacher
8,+45.927,54,1,Renault,2003 Brazilian Grand Prix,Jarno,Trulli
9,Accident,53,0,Jaguar,2003 Brazilian Grand Prix,Mark,Webber
10,+1 Lap,53,0,Toyota,2003 Brazilian Grand Prix,Cristiano,Matta
,Fuel system,47,0,Ferrari,2003 Brazilian Grand Prix,Rubens,Barrichello
,Accident,33,0,BAR,2003 Brazilian Grand Prix,Jenson,Button
,Spun off,31,0,Minardi,2003 Brazilian Grand Prix,Jos,Verstappen
,Accident,27,0,Ferrari,2003 Brazilian Grand Prix,Michael,Schumacher
,Accident,25,0,Williams,2003 Brazilian Grand Prix,Juan Pablo,Montoya
,Accident,25,0,Jaguar,2003 Brazilian Grand Prix,Antônio,Pizzonia
,Collision,18,0,Toyota,2003 Brazilian Grand Prix,Olivier,Panis
,Suspension,18,0,Jordan,2003 Brazilian Grand Prix,Ralph,Firman
,Spun off,16,0,Minardi,2003 Brazilian Grand Prix,Justin,Wilson
,Engine,8,0,Sauber,2003 Brazilian Grand Prix,Nick,Heidfeld
1,1:28:12.058,62,10,Ferrari,2003 San Marino Grand Prix,Michael,Schumacher
2,+1.882,62,8,McLaren,2003 San Marino Grand Prix,Kimi,Räikkönen
3,+2.291,62,6,Ferrari,2003 San Marino Grand Prix,Rubens,Barrichello
4,+8.803,62,5,Williams,2003 San Marino Grand Prix,Ralf,Schumacher
5,+9.411,62,4,McLaren,2003 San Marino Grand Prix,David,Coulthard
6,+43.689,62,3,Renault,2003 San Marino Grand Prix,Fernando,Alonso
7,+45.271,62,2,Williams,2003 San Marino Grand Prix,Juan Pablo,Montoya
8,+1 Lap,61,1,BAR,2003 San Marino Grand Prix,Jenson,Button
9,+1 Lap,61,0,Toyota,2003 San Marino Grand Prix,Olivier,Panis
10,+1 Lap,61,0,Sauber,2003 San Marino Grand Prix,Nick,Heidfeld
11,+1 Lap,61,0,Sauber,2003 San Marino Grand Prix,Heinz-Harald,Frentzen
12,+1 Lap,61,0,Toyota,2003 San Marino Grand Prix,Cristiano,Matta
13,+1 Lap,61,0,Renault,2003 San Marino Grand Prix,Jarno,Trulli
14,+2 Laps,60,0,Jaguar,2003 San Marino Grand Prix,Antônio,Pizzonia
15,+5 Laps,57,0,Jordan,2003 San Marino Grand Prix,Giancarlo,Fisichella
,Driveshaft,54,0,Jaguar,2003 San Marino Grand Prix,Mark,Webber
,Oil line,51,0,Jordan,2003 San Marino Grand Prix,Ralph,Firman
,Electrical,38,0,Minardi,2003 San Marino Grand Prix,Jos,Verstappen
,Fuel rig,23,0,Minardi,2003 San Marino Grand Prix,Justin,Wilson
,Engine,19,0,BAR,2003 San Marino Grand Prix,Jacques,Villeneuve
1,1:33:46.933,65,10,Ferrari,2003 Spanish Grand Prix,Michael,Schumacher
2,+5.7,65,8,Renault,2003 Spanish Grand Prix,Fernando,Alonso
3,+18.0,65,6,Ferrari,2003 Spanish Grand Prix,Rubens,Barrichello
4,+1:02.0,65,5,Williams,2003 Spanish Grand Prix,Juan Pablo,Montoya
5,+1 Lap,64,4,Williams,2003 Spanish Grand Prix,Ralf,Schumacher
6,+1 Lap,64,3,Toyota,2003 Spanish Grand Prix,Cristiano,Matta
7,+1 Lap,64,2,Jaguar,2003 Spanish Grand Prix,Mark,Webber
8,+2 Laps,63,1,Jordan,2003 Spanish Grand Prix,Ralph,Firman
9,+2 Laps,63,0,BAR,2003 Spanish Grand Prix,Jenson,Button
10,+2 Laps,63,0,Sauber,2003 Spanish Grand Prix,Nick,Heidfeld
11,+2 Laps,63,0,Minardi,2003 Spanish Grand Prix,Justin,Wilson
12,+3 Laps,62,0,Minardi,2003 Spanish Grand Prix,Jos,Verstappen
,Engine,43,0,Jordan,2003 Spanish Grand Prix,Giancarlo,Fisichella
,Gearbox,41,0,Toyota,2003 Spanish Grand Prix,Olivier,Panis
,Suspension,38,0,Sauber,2003 Spanish Grand Prix,Heinz-Harald,Frentzen
,Collision,17,0,McLaren,2003 Spanish Grand Prix,David,Coulthard
,Electrical,12,0,BAR,2003 Spanish Grand Prix,Jacques,Villeneuve
,Launch control,0,0,Jaguar,2003 Spanish Grand Prix,Antônio,Pizzonia
,Collision,0,0,Renault,2003 Spanish Grand Prix,Jarno,Trulli
,Collision,0,0,McLaren,2003 Spanish Grand Prix,Kimi,Räikkönen
1,1:24:04.888,69,10,Ferrari,2003 Austrian Grand Prix,Michael,Schumacher
2,+3.362,69,8,McLaren,2003 Austrian Grand Prix,Kimi,Räikkönen
3,+3.951,69,6,Ferrari,2003 Austrian Grand Prix,Rubens,Barrichello
4,+42.243,69,5,BAR,2003 Austrian Grand Prix,Jenson,Button
5,+59.740,69,4,McLaren,2003 Austrian Grand Prix,David,Coulthard
6,+1 Lap,68,3,Williams,2003 Austrian Grand Prix,Ralf,Schumacher
7,+1 Lap,68,2,Jaguar,2003 Austrian Grand Prix,Mark,Webber
8,+1 Lap,68,1,Renault,2003 Austrian Grand Prix,Jarno,Trulli
9,+1 Lap,68,0,Jaguar,2003 Austrian Grand Prix,Antônio,Pizzonia
10,+1 Lap,68,0,Toyota,2003 Austrian Grand Prix,Cristiano,Matta
11,+1 Lap,68,0,Jordan,2003 Austrian Grand Prix,Ralph,Firman
12,+1 Lap,68,0,BAR,2003 Austrian Grand Prix,Jacques,Villeneuve
13,+2 Laps,67,0,Minardi,2003 Austrian Grand Prix,Justin,Wilson
,Fuel system,60,0,Jordan,2003 Austrian Grand Prix,Giancarlo,Fisichella
,Engine,46,0,Sauber,2003 Austrian Grand Prix,Nick,Heidfeld
,Engine,44,0,Renault,2003 Austrian Grand Prix,Fernando,Alonso
,Engine,32,0,Williams,2003 Austrian Grand Prix,Juan Pablo,Montoya
,Suspension,6,0,Toyota,2003 Austrian Grand Prix,Olivier,Panis
,Clutch,0,0,Sauber,2003 Austrian Grand Prix,Heinz-Harald,Frentzen
,Clutch,0,0,Minardi,2003 Austrian Grand Prix,Jos,Verstappen
1,1:42:19.010,78,10,Williams,2003 Monaco Grand Prix,Juan Pablo,Montoya
2,+0.602,78,8,McLaren,2003 Monaco Grand Prix,Kimi,Räikkönen
3,+1.720,78,6,Ferrari,2003 Monaco Grand Prix,Michael,Schumacher
4,+28.518,78,5,Williams,2003 Monaco Grand Prix,Ralf,Schumacher
5,+36.251,78,4,Renault,2003 Monaco Grand Prix,Fernando,Alonso
6,+40.972,78,3,Renault,2003 Monaco Grand Prix,Jarno,Trulli
7,+41.227,78,2,McLaren,2003 Monaco Grand Prix,David,Coulthard
8,+53.266,78,1,Ferrari,2003 Monaco Grand Prix,Rubens,Barrichello
9,+1 Lap,77,0,Toyota,2003 Monaco Grand Prix,Cristiano,Matta
10,+1 Lap,77,0,Jordan,2003 Monaco Grand Prix,Giancarlo,Fisichella
11,+2 Laps,76,0,Sauber,2003 Monaco Grand Prix,Nick,Heidfeld
12,+2 Laps,76,0,Jordan,2003 Monaco Grand Prix,Ralph,Firman
13,+4 Laps,74,0,Toyota,2003 Monaco Grand Prix,Olivier,Panis
,Engine,63,0,BAR,2003 Monaco Grand Prix,Jacques,Villeneuve
,Fuel system,29,0,Minardi,2003 Monaco Grand Prix,Justin,Wilson
,Fuel system,28,0,Minardi,2003 Monaco Grand Prix,Jos,Verstappen
,Hydraulics,16,0,Jaguar,2003 Monaco Grand Prix,Mark,Webber
,Electrical,10,0,Jaguar,2003 Monaco Grand Prix,Antônio,Pizzonia
,Injured,0,0,BAR,2003 Monaco Grand Prix,Jenson,Button
,Accident,0,0,Sauber,2003 Monaco Grand Prix,Heinz-Harald,Frentzen
1,1:31:13.591,70,10,Ferrari,2003 Canadian Grand Prix,Michael,Schumacher
2,+0.784,70,8,Williams,2003 Canadian Grand Prix,Ralf,Schumacher
3,+1.355,70,6,Williams,2003 Canadian Grand Prix,Juan Pablo,Montoya
4,+4.481,70,5,Renault,2003 Canadian Grand Prix,Fernando,Alonso
5,+1:04.261,70,4,Ferrari,2003 Canadian Grand Prix,Rubens,Barrichello
6,+1:10.502,70,3,McLaren,2003 Canadian Grand Prix,Kimi,Räikkönen
7,+1 Lap,69,2,Jaguar,2003 Canadian Grand Prix,Mark,Webber
8,+1 Lap,69,1,Toyota,2003 Canadian Grand Prix,Olivier,Panis
9,+2 Laps,68,0,Minardi,2003 Canadian Grand Prix,Jos,Verstappen
10,+4 Laps,64,0,Jaguar,2003 Canadian Grand Prix,Antônio,Pizzonia
11,+6 Laps,64,0,Toyota,2003 Canadian Grand Prix,Cristiano,Matta
,Gearbox,60,0,Minardi,2003 Canadian Grand Prix,Justin,Wilson
,Gearbox,51,0,BAR,2003 Canadian Grand Prix,Jenson,Button
,Engine,47,0,Sauber,2003 Canadian Grand Prix,Nick,Heidfeld
,Gearbox,47,0,McLaren,2003 Canadian Grand Prix,David,Coulthard
,Accident,22,0,Renault,2003 Canadian Grand Prix,Jarno,Trulli
,Gearbox,20,0,Jordan,2003 Canadian Grand Prix,Giancarlo,Fisichella
,Engine,20,0,Jordan,2003 Canadian Grand Prix,Ralph,Firman
,Brakes,14,0,BAR,2003 Canadian Grand Prix,Jacques,Villeneuve
,Electronics,6,0,Sauber,2003 Canadian Grand Prix,Heinz-Harald,Frentzen
1,1:34:43.622,60,10,Williams,2003 European Grand Prix,Ralf,Schumacher
2,+16.821,60,8,Williams,2003 European Grand Prix,Juan Pablo,Montoya
3,+39.673,60,6,Ferrari,2003 European Grand Prix,Rubens,Barrichello
4,+1:05.731,60,5,Renault,2003 European Grand Prix,Fernando,Alonso
5,+1:06.162,60,4,Ferrari,2003 European Grand Prix,Michael,Schumacher
6,+1 Lap,59,3,Jaguar,2003 European Grand Prix,Mark,Webber
7,+1 Lap,59,2,BAR,2003 European Grand Prix,Jenson,Button
8,+1 Lap,59,1,Sauber,2003 European Grand Prix,Nick,Heidfeld
9,+1 Lap,59,0,Sauber,2003 European Grand Prix,Heinz-Harald,Frentzen
10,+1 Lap,59,0,Jaguar,2003 European Grand Prix,Antônio,Pizzonia
11,+2 Laps,58,0,Jordan,2003 European Grand Prix,Ralph,Firman
12,+2 Laps,58,0,Jordan,2003 European Grand Prix,Giancarlo,Fisichella
13,+2 Laps,58,0,Minardi,2003 European Grand Prix,Justin,Wilson
14,+3 Laps,57,0,Minardi,2003 European Grand Prix,Jos,Verstappen
15,+4 Laps,56,0,McLaren,2003 European Grand Prix,David,Coulthard
,Engine,53,0,Toyota,2003 European Grand Prix,Cristiano,Matta
,Gearbox,51,0,BAR,2003 European Grand Prix,Jacques,Villeneuve
,Spun off,37,0,Toyota,2003 European Grand Prix,Olivier,Panis
,Fuel pressure,37,0,Renault,2003 European Grand Prix,Jarno,Trulli
,Engine,25,0,McLaren,2003 European Grand Prix,Kimi,Räikkönen
1,1:30:49.213,70,10,Williams,2003 French Grand Prix,Ralf,Schumacher
2,+13.813,70,8,Williams,2003 French Grand Prix,Juan Pablo,Montoya
3,+19.568,70,6,Ferrari,2003 French Grand Prix,Michael,Schumacher
4,+38.047,70,5,McLaren,2003 French Grand Prix,Kimi,Räikkönen
5,+40.289,70,4,McLaren,2003 French Grand Prix,David,Coulthard
6,+1:06.380,70,3,Jaguar,2003 French Grand Prix,Mark,Webber
7,+1 Lap,69,2,Ferrari,2003 French Grand Prix,Rubens,Barrichello
8,+1 Lap,69,1,Toyota,2003 French Grand Prix,Olivier,Panis
9,+1 Lap,69,0,BAR,2003 French Grand Prix,Jacques,Villeneuve
10,+1 Lap,69,0,Jaguar,2003 French Grand Prix,Antônio,Pizzonia
11,+1 Lap,69,0,Toyota,2003 French Grand Prix,Cristiano,Matta
12,+2 Laps,68,0,Sauber,2003 French Grand Prix,Heinz-Harald,Frentzen
13,+2 Laps,68,0,Sauber,2003 French Grand Prix,Nick,Heidfeld
14,+3 Laps,67,0,Minardi,2003 French Grand Prix,Justin,Wilson
15,+3 Laps,67,0,Jordan,2003 French Grand Prix,Ralph,Firman
16,+4 Laps,66,0,Minardi,2003 French Grand Prix,Jos,Verstappen
,Engine,45,0,Renault,2003 French Grand Prix,Jarno,Trulli
,Engine,43,0,Renault,2003 French Grand Prix,Fernando,Alonso
,Engine,42,0,Jordan,2003 French Grand Prix,Giancarlo,Fisichella
,Fuel,23,0,BAR,2003 French Grand Prix,Jenson,Button
1,1:28:37.554,60,10,Ferrari,2003 British Grand Prix,Rubens,Barrichello
2,+5.462,60,8,Williams,2003 British Grand Prix,Juan Pablo,Montoya
3,+10.656,60,6,McLaren,2003 British Grand Prix,Kimi,Räikkönen
4,+25.648,60,5,Ferrari,2003 British Grand Prix,Michael,Schumacher
5,+36.827,60,4,McLaren,2003 British Grand Prix,David,Coulthard
6,+43.067,60,3,Renault,2003 British Grand Prix,Jarno,Trulli
7,+45.085,60,2,Toyota,2003 British Grand Prix,Cristiano,Matta
8,+45.478,60,1,BAR,2003 British Grand Prix,Jenson,Button
9,+58.032,60,0,Williams,2003 British Grand Prix,Ralf,Schumacher
10,+1:03.569,60,0,BAR,2003 British Grand Prix,Jacques,Villeneuve
11,+1:05.207,60,0,Toyota,2003 British Grand Prix,Olivier,Panis
12,+1:05.564,60,0,Sauber,2003 British Grand Prix,Heinz-Harald,Frentzen
13,+1 Lap,59,0,Jordan,2003 British Grand Prix,Ralph,Firman
14,+1 Lap,59,0,Jaguar,2003 British Grand Prix,Mark,Webber
15,+2 Laps,58,0,Minardi,2003 British Grand Prix,Jos,Verstappen
16,+2 Laps,58,0,Minardi,2003 British Grand Prix,Justin,Wilson
17,+2 Laps,58,0,Sauber,2003 British Grand Prix,Nick,Heidfeld
,Gearbox,52,0,Renault,2003 British Grand Prix,Fernando,Alonso
,Suspension,44,0,Jordan,2003 British Grand Prix,Giancarlo,Fisichella
,Engine,32,0,Jaguar,2003 British Grand Prix,Antônio,Pizzonia
1,1:28:48.769,67,10,Williams,2003 German Grand Prix,Juan Pablo,Montoya
2,+1:05.459,67,8,McLaren,2003 German Grand Prix,David,Coulthard
3,+1:09.060,67,6,Renault,2003 German Grand Prix,Jarno,Trulli
4,+1:09.344,67,5,Renault,2003 German Grand Prix,Fernando,Alonso
5,+1 Lap,66,4,Toyota,2003 German Grand Prix,Olivier,Panis
6,+1 Lap,66,3,Toyota,2003 German Grand Prix,Cristiano,Matta
7,+1 Lap,66,2,Ferrari,2003 German Grand Prix,Michael,Schumacher
8,+1 Lap,66,1,BAR,2003 German Grand Prix,Jenson,Button
9,+2 Laps,65,0,BAR,2003 German Grand Prix,Jacques,Villeneuve
10,+2 Laps,65,0,Sauber,2003 German Grand Prix,Nick,Heidfeld
11,Accident,64,0,Jaguar,2003 German Grand Prix,Mark,Webber
12,+5 Laps,62,0,Minardi,2003 German Grand Prix,Nicolas,Kiesa
13,Engine,60,0,Jordan,2003 German Grand Prix,Giancarlo,Fisichella
,Hydraulics,23,0,Minardi,2003 German Grand Prix,Jos,Verstappen
,Gearbox,6,0,Jaguar,2003 German Grand Prix,Justin,Wilson
,Accident,1,0,Sauber,2003 German Grand Prix,Heinz-Harald,Frentzen
,Accident,1,0,Williams,2003 German Grand Prix,Ralf,Schumacher
,Accident,0,0,McLaren,2003 German Grand Prix,Kimi,Räikkönen
,Accident,0,0,Ferrari,2003 German Grand Prix,Rubens,Barrichello
,Accident,0,0,Jordan,2003 German Grand Prix,Ralph,Firman
1,1:39:01.460,70,10,Renault,2003 Hungarian Grand Prix,Fernando,Alonso
2,+16.768,70,8,McLaren,2003 Hungarian Grand Prix,Kimi,Räikkönen
3,+34.537,70,6,Williams,2003 Hungarian Grand Prix,Juan Pablo,Montoya
4,+35.620,70,5,Williams,2003 Hungarian Grand Prix,Ralf,Schumacher
5,+56.535,70,4,McLaren,2003 Hungarian Grand Prix,David,Coulthard
6,+1:12.643,70,3,Jaguar,2003 Hungarian Grand Prix,Mark,Webber
7,+1 Lap,69,2,Renault,2003 Hungarian Grand Prix,Jarno,Trulli
8,+1 Lap,69,1,Ferrari,2003 Hungarian Grand Prix,Michael,Schumacher
9,+1 Lap,69,0,Sauber,2003 Hungarian Grand Prix,Nick,Heidfeld
10,+1 Lap,69,0,BAR,2003 Hungarian Grand Prix,Jenson,Button
11,+2 Laps,68,0,Toyota,2003 Hungarian Grand Prix,Cristiano,Matta
12,+3 Laps,67,0,Minardi,2003 Hungarian Grand Prix,Jos,Verstappen
13,+4 Laps,66,0,Minardi,2003 Hungarian Grand Prix,Nicolas,Kiesa
,Out of fuel,47,0,Sauber,2003 Hungarian Grand Prix,Heinz-Harald,Frentzen
,Engine,42,0,Jaguar,2003 Hungarian Grand Prix,Justin,Wilson
,Engine,34,0,Jordan,2003 Hungarian Grand Prix,Zsolt,Baumgartner
,Gearbox,33,0,Toyota,2003 Hungarian Grand Prix,Olivier,Panis
,Engine,28,0,Jordan,2003 Hungarian Grand Prix,Giancarlo,Fisichella
,Suspension,19,0,Ferrari,2003 Hungarian Grand Prix,Rubens,Barrichello
,Hydraulics,14,0,BAR,2003 Hungarian Grand Prix,Jacques,Villeneuve
1,1:14:19.838,53,10,Ferrari,2003 Italian Grand Prix,Michael,Schumacher
2,+5.294,53,8,Williams,2003 Italian Grand Prix,Juan Pablo,Montoya
3,+11.835,53,6,Ferrari,2003 Italian Grand Prix,Rubens,Barrichello
4,+12.834,53,5,McLaren,2003 Italian Grand Prix,Kimi,Räikkönen
5,+27.891,53,4,Williams,2003 Italian Grand Prix,Marc,Gené
6,+1 Lap,52,3,BAR,2003 Italian Grand Prix,Jacques,Villeneuve
7,+1 Lap,52,2,Jaguar,2003 Italian Grand Prix,Mark,Webber
8,+1 Lap,52,1,Renault,2003 Italian Grand Prix,Fernando,Alonso
9,+1 Lap,52,0,Sauber,2003 Italian Grand Prix,Nick,Heidfeld
10,+1 Lap,52,0,Jordan,2003 Italian Grand Prix,Giancarlo,Fisichella
11,+2 Laps,51,0,Jordan,2003 Italian Grand Prix,Zsolt,Baumgartner
12,+2 Laps,51,0,Minardi,2003 Italian Grand Prix,Nicolas,Kiesa
13,+3 Laps,50,0,Sauber,2003 Italian Grand Prix,Heinz-Harald,Frentzen
,Fuel pressure,45,0,McLaren,2003 Italian Grand Prix,David,Coulthard
,Brakes,35,0,Toyota,2003 Italian Grand Prix,Olivier,Panis
,Oil leak,27,0,Minardi,2003 Italian Grand Prix,Jos,Verstappen
,Gearbox,24,0,BAR,2003 Italian Grand Prix,Jenson,Button
,Tyre,3,0,Toyota,2003 Italian Grand Prix,Cristiano,Matta
,Gearbox,2,0,Jaguar,2003 Italian Grand Prix,Justin,Wilson
,Hydraulics,0,0,Renault,2003 Italian Grand Prix,Jarno,Trulli
1,1:33:35.997,73,10,Ferrari,2003 United States Grand Prix,Michael,Schumacher
2,+18.258,73,8,McLaren,2003 United States Grand Prix,Kimi,Räikkönen
3,+37.964,73,6,Sauber,2003 United States Grand Prix,Heinz-Harald,Frentzen
4,+48.329,73,5,Renault,2003 United States Grand Prix,Jarno,Trulli
5,+56.403,73,4,Sauber,2003 United States Grand Prix,Nick,Heidfeld
6,+1 Lap,72,3,Williams,2003 United States Grand Prix,Juan Pablo,Montoya
7,+1 Lap,72,2,Jordan,2003 United States Grand Prix,Giancarlo,Fisichella
8,+2 Laps,71,1,Jaguar,2003 United States Grand Prix,Justin,Wilson
9,+2 Laps,71,0,Toyota,2003 United States Grand Prix,Cristiano,Matta
10,+4 Laps,69,0,Minardi,2003 United States Grand Prix,Jos,Verstappen
11,+4 Laps,69,0,Minardi,2003 United States Grand Prix,Nicolas,Kiesa
,Engine,63,0,BAR,2003 United States Grand Prix,Jacques,Villeneuve
,Spun off,48,0,Jordan,2003 United States Grand Prix,Ralph,Firman
,Gearbox,45,0,McLaren,2003 United States Grand Prix,David,Coulthard
,Engine,44,0,Renault,2003 United States Grand Prix,Fernando,Alonso
,Engine,41,0,BAR,2003 United States Grand Prix,Jenson,Button
,Accident,27,0,Toyota,2003 United States Grand Prix,Olivier,Panis
,Accident,21,0,Williams,2003 United States Grand Prix,Ralf,Schumacher
,Accident,21,0,Jaguar,2003 United States Grand Prix,Mark,Webber
,Collision,2,0,Ferrari,2003 United States Grand Prix,Rubens,Barrichello
1,1:25:11.743,53,10,Ferrari,2003 Japanese Grand Prix,Rubens,Barrichello
2,+11.085,53,8,McLaren,2003 Japanese Grand Prix,Kimi,Räikkönen
3,+11.614,53,6,McLaren,2003 Japanese Grand Prix,David,Coulthard
4,+33.106,53,5,BAR,2003 Japanese Grand Prix,Jenson,Button
5,+34.269,53,4,Renault,2003 Japanese Grand Prix,Jarno,Trulli
6,+51.692,53,3,BAR,2003 Japanese Grand Prix,Takuma,Sato
7,+56.794,53,2,Toyota,2003 Japanese Grand Prix,Cristiano,Matta
8,+59.487,53,1,Ferrari,2003 Japanese Grand Prix,Michael,Schumacher
9,+1:00.159,53,0,Sauber,2003 Japanese Grand Prix,Nick,Heidfeld
10,+1:01.844,53,0,Toyota,2003 Japanese Grand Prix,Olivier,Panis
11,+1:11.005,53,0,Jaguar,2003 Japanese Grand Prix,Mark,Webber
12,+1 Lap,52,0,Williams,2003 Japanese Grand Prix,Ralf,Schumacher
13,+1 Lap,52,0,Jaguar,2003 Japanese Grand Prix,Justin,Wilson
14,+2 Laps,51,0,Jordan,2003 Japanese Grand Prix,Ralph,Firman
15,+2 Laps,51,0,Minardi,2003 Japanese Grand Prix,Jos,Verstappen
16,+3 Laps,50,0,Minardi,2003 Japanese Grand Prix,Nicolas,Kiesa
,Out of fuel,33,0,Jordan,2003 Japanese Grand Prix,Giancarlo,Fisichella
,Engine,17,0,Renault,2003 Japanese Grand Prix,Fernando,Alonso
,Hydraulics,9,0,Williams,2003 Japanese Grand Prix,Juan Pablo,Montoya
,Engine,9,0,Sauber,2003 Japanese Grand Prix,Heinz-Harald,Frentzen
1,1:24:15.757,58,10,Ferrari,2004 Australian Grand Prix,Michael,Schumacher
2,+13.605,58,8,Ferrari,2004 Australian Grand Prix,Rubens,Barrichello
3,+34.673,58,6,Renault,2004 Australian Grand Prix,Fernando,Alonso
4,+1:00.423,58,5,Williams,2004 Australian Grand Prix,Ralf,Schumacher
5,+1:08.536,58,4,Williams,2004 Australian Grand Prix,Juan Pablo,Montoya
6,+1:10.598,58,3,BAR,2004 Australian Grand Prix,Jenson,Button
7,+1 Lap,57,2,Renault,2004 Australian Grand Prix,Jarno,Trulli
8,+1 Lap,57,1,McLaren,2004 Australian Grand Prix,David,Coulthard
9,+1 Lap,57,0,BAR,2004 Australian Grand Prix,Takuma,Sato
10,+1 Lap,57,0,Sauber,2004 Australian Grand Prix,Giancarlo,Fisichella
11,+2 Laps,56,0,Jaguar,2004 Australian Grand Prix,Christian,Klien
12,+2 Laps,56,0,Toyota,2004 Australian Grand Prix,Cristiano,Matta
13,+2 Laps,56,0,Toyota,2004 Australian Grand Prix,Olivier,Panis
14,+3 Laps,55,0,Jordan,2004 Australian Grand Prix,Giorgio,Pantano
,Engine,44,0,Sauber,2004 Australian Grand Prix,Felipe,Massa
,Not classified,43,0,Minardi,2004 Australian Grand Prix,Gianmaria,Bruni
,Transmission,43,0,Jordan,2004 Australian Grand Prix,Nick,Heidfeld
,Transmission,29,0,Jaguar,2004 Australian Grand Prix,Mark,Webber
,Electrical,13,0,Minardi,2004 Australian Grand Prix,Zsolt,Baumgartner
,Engine,9,0,McLaren,2004 Australian Grand Prix,Kimi,Räikkönen
1,1:31:07.490,56,10,Ferrari,2004 Malaysian Grand Prix,Michael,Schumacher
2,+5.022,56,8,Williams,2004 Malaysian Grand Prix,Juan Pablo,Montoya
3,+11.568,56,6,BAR,2004 Malaysian Grand Prix,Jenson,Button
4,+13.615,56,5,Ferrari,2004 Malaysian Grand Prix,Rubens,Barrichello
5,+37.360,56,4,Renault,2004 Malaysian Grand Prix,Jarno,Trulli
6,+53.098,56,3,McLaren,2004 Malaysian Grand Prix,David,Coulthard
7,+1:07.877,56,2,Renault,2004 Malaysian Grand Prix,Fernando,Alonso
8,+1 Lap,55,1,Sauber,2004 Malaysian Grand Prix,Felipe,Massa
9,+1 Lap,55,0,Toyota,2004 Malaysian Grand Prix,Cristiano,Matta
10,+1 Lap,55,0,Jaguar,2004 Malaysian Grand Prix,Christian,Klien
11,+1 Lap,55,0,Sauber,2004 Malaysian Grand Prix,Giancarlo,Fisichella
12,+1 Lap,55,0,Toyota,2004 Malaysian Grand Prix,Olivier,Panis
13,+2 Laps,54,0,Jordan,2004 Malaysian Grand Prix,Giorgio,Pantano
14,+3 Laps,53,0,Minardi,2004 Malaysian Grand Prix,Gianmaria,Bruni
15,+4 Laps,52,0,BAR,2004 Malaysian Grand Prix,Takuma,Sato
16,+4 Laps,52,0,Minardi,2004 Malaysian Grand Prix,Zsolt,Baumgartner
,Transmission,40,0,McLaren,2004 Malaysian Grand Prix,Kimi,Räikkönen
,Transmission,34,0,Jordan,2004 Malaysian Grand Prix,Nick,Heidfeld
,Engine,27,0,Williams,2004 Malaysian Grand Prix,Ralf,Schumacher
,Spun off,23,0,Jaguar,2004 Malaysian Grand Prix,Mark,Webber
1,1:28:34.875,57,10,Ferrari,2004 Bahrain Grand Prix,Michael,Schumacher
2,+1.367,57,8,Ferrari,2004 Bahrain Grand Prix,Rubens,Barrichello
3,+26.687,57,6,BAR,2004 Bahrain Grand Prix,Jenson,Button
4,+32.214,57,5,Renault,2004 Bahrain Grand Prix,Jarno,Trulli
5,+52.460,57,4,BAR,2004 Bahrain Grand Prix,Takuma,Sato
6,+53.156,57,3,Renault,2004 Bahrain Grand Prix,Fernando,Alonso
7,+58.155,57,2,Williams,2004 Bahrain Grand Prix,Ralf,Schumacher
8,+1 Lap,56,1,Jaguar,2004 Bahrain Grand Prix,Mark,Webber
9,+1 Lap,56,0,Toyota,2004 Bahrain Grand Prix,Olivier,Panis
10,+1 Lap,56,0,Toyota,2004 Bahrain Grand Prix,Cristiano,Matta
11,+1 Lap,56,0,Sauber,2004 Bahrain Grand Prix,Giancarlo,Fisichella
12,+1 Lap,56,0,Sauber,2004 Bahrain Grand Prix,Felipe,Massa
13,+1 Lap,56,0,Williams,2004 Bahrain Grand Prix,Juan Pablo,Montoya
14,+1 Lap,56,0,Jaguar,2004 Bahrain Grand Prix,Christian,Klien
15,+1 Lap,56,0,Jordan,2004 Bahrain Grand Prix,Nick,Heidfeld
