result,time,laps,points,constructor,race,first_name,last_name
,Engine,45,0.0,Red Bull,2010 Korean Grand Prix,Sebastian,Vettel
,Accident,39,0.0,Renault,2010 Korean Grand Prix,Vitaly,Petrov
,Collision,31,0.0,Virgin,2010 Korean Grand Prix,Timo,Glock
,Collision,30,0.0,Toro Rosso,2010 Korean Grand Prix,Sébastien,Buemi
,Accident,25,0.0,Virgin,2010 Korean Grand Prix,Lucas,di Grassi
,Hydraulics,25,0.0,Lotus,2010 Korean Grand Prix,Jarno,Trulli
,Accident,18,0.0,Red Bull,2010 Korean Grand Prix,Mark,Webber
,Collision,18,0.0,Mercedes,2010 Korean Grand Prix,Nico,Rosberg
1.0,1:33:11.803,71,25.0,Red Bull,2010 Brazilian Grand Prix,Sebastian,Vettel
2.0,+4.243,71,18.0,Red Bull,2010 Brazilian Grand Prix,Mark,Webber
3.0,+6.807,71,15.0,Ferrari,2010 Brazilian Grand Prix,Fernando,Alonso
4.0,+14.634,71,12.0,McLaren,2010 Brazilian Grand Prix,Lewis,Hamilton
5.0,+15.593,71,10.0,McLaren,2010 Brazilian Grand Prix,Jenson,Button
6.0,+35.320,71,8.0,Mercedes,2010 Brazilian Grand Prix,Nico,Rosberg
7.0,+43.456,71,6.0,Mercedes,2010 Brazilian Grand Prix,Michael,Schumacher
8.0,+1 Lap,70,4.0,Williams,2010 Brazilian Grand Prix,Nico,Hülkenberg
9.0,+1 Lap,70,2.0,Renault,2010 Brazilian Grand Prix,Robert,Kubica
10.0,+1 Lap,70,1.0,Sauber,2010 Brazilian Grand Prix,Kamui,Kobayashi
11.0,+1 Lap,70,0.0,Toro Rosso,2010 Brazilian Grand Prix,Jaime,Alguersuari
12.0,+1 Lap,70,0.0,Force India,2010 Brazilian Grand Prix,Adrian,Sutil
13.0,+1 Lap,70,0.0,Toro Rosso,2010 Brazilian Grand Prix,Sébastien,Buemi
14.0,+1 Lap,70,0.0,Williams,2010 Brazilian Grand Prix,Rubens,Barrichello
15.0,+1 Lap,70,0.0,Ferrari,2010 Brazilian Grand Prix,Felipe,Massa
16.0,+1 Lap,70,0.0,Renault,2010 Brazilian Grand Prix,Vitaly,Petrov
17.0,+1 Lap,70,0.0,Sauber,2010 Brazilian Grand Prix,Nick,Heidfeld
18.0,+2 Laps,69,0.0,Lotus,2010 Brazilian Grand Prix,Heikki,Kovalainen
19.0,+2 Laps,69,0.0,Lotus,2010 Brazilian Grand Prix,Jarno,Trulli
20.0,+2 Laps,69,0.0,Virgin,2010 Brazilian Grand Prix,Timo,Glock
21.0,+2 Laps,69,0.0,HRT,2010 Brazilian Grand Prix,Bruno,Senna
22.0,+6 Laps,65,0.0,HRT,2010 Brazilian Grand Prix,Christian,Klien
,+9 Laps,62,0.0,Virgin,2010 Brazilian Grand Prix,Lucas,di Grassi
,Accident,49,0.0,Force India,2010 Brazilian Grand Prix,Vitantonio,Liuzzi
1.0,1:39:36.837,55,25.0,Red Bull,2010 Abu Dhabi Grand Prix,Sebastian,Vettel
2.0,+10.162,55,18.0,McLaren,2010 Abu Dhabi Grand Prix,Lewis,Hamilton
3.0,+11.047,55,15.0,McLaren,2010 Abu Dhabi Grand Prix,Jenson,Button
4.0,+30.747,55,12.0,Mercedes,2010 Abu Dhabi Grand Prix,Nico,Rosberg
5.0,+39.026,55,10.0,Renault,2010 Abu Dhabi Grand Prix,Robert,Kubica
6.0,+43.520,55,8.0,Renault,2010 Abu Dhabi Grand Prix,Vitaly,Petrov
7.0,+43.797,55,6.0,Ferrari,2010 Abu Dhabi Grand Prix,Fernando,Alonso
8.0,+44.243,55,4.0,Red Bull,2010 Abu Dhabi Grand Prix,Mark,Webber
9.0,+50.201,55,2.0,Toro Rosso,2010 Abu Dhabi Grand Prix,Jaime,Alguersuari
10.0,+50.868,55,1.0,Ferrari,2010 Abu Dhabi Grand Prix,Felipe,Massa
11.0,+51.551,55,0.0,Sauber,2010 Abu Dhabi Grand Prix,Nick,Heidfeld
12.0,+57.686,55,0.0,Williams,2010 Abu Dhabi Grand Prix,Rubens,Barrichello
13.0,+58.325,55,0.0,Force India,2010 Abu Dhabi Grand Prix,Adrian,Sutil
14.0,+59.558,55,0.0,Sauber,2010 Abu Dhabi Grand Prix,Kamui,Kobayashi
15.0,+1:03.178,55,0.0,Toro Rosso,2010 Abu Dhabi Grand Prix,Sébastien,Buemi
16.0,+1:04.763,55,0.0,Williams,2010 Abu Dhabi Grand Prix,Nico,Hülkenberg
17.0,+1 Lap,54,0.0,Lotus,2010 Abu Dhabi Grand Prix,Heikki,Kovalainen
18.0,+2 Laps,53,0.0,Virgin,2010 Abu Dhabi Grand Prix,Lucas,di Grassi
19.0,+2 Laps,53,0.0,HRT,2010 Abu Dhabi Grand Prix,Bruno,Senna
20.0,+2 Laps,53,0.0,HRT,2010 Abu Dhabi Grand Prix,Christian,Klien
21.0,Rear wing,51,0.0,Lotus,2010 Abu Dhabi Grand Prix,Jarno,Trulli
,Gearbox,43,0.0,Virgin,2010 Abu Dhabi Grand Prix,Timo,Glock
,Collision,0,0.0,Mercedes,2010 Abu Dhabi Grand Prix,Michael,Schumacher
,Collision,0,0.0,Force India,2010 Abu Dhabi Grand Prix,Vitantonio,Liuzzi
1.0,1:29:30.259,58,25.0,Red Bull,2011 Australian Grand Prix,Sebastian,Vettel
2.0,+22.297,58,18.0,McLaren,2011 Australian Grand Prix,Lewis,Hamilton
3.0,+30.560,58,15.0,Renault,2011 Australian Grand Prix,Vitaly,Petrov
4.0,+31.772,58,12.0,Ferrari,2011 Australian Grand Prix,Fernando,Alonso
5.0,+38.171,58,10.0,Red Bull,2011 Australian Grand Prix,Mark,Webber
6.0,+54.304,58,8.0,McLaren,2011 Australian Grand Prix,Jenson,Button
7.0,+1:25.186,58,6.0,Ferrari,2011 Australian Grand Prix,Felipe,Massa
,Disqualified,58,0.0,Sauber,2011 Australian Grand Prix,Kamui,Kobayashi
,Disqualified,58,0.0,Sauber,2011 Australian Grand Prix,Sergio,Pérez
8.0,+1 Lap,57,4.0,Toro Rosso,2011 Australian Grand Prix,Sébastien,Buemi
9.0,+1 Lap,57,2.0,Force India,2011 Australian Grand Prix,Adrian,Sutil
10.0,+1 Lap,57,1.0,Force India,2011 Australian Grand Prix,Paul,di Resta
11.0,+1 Lap,57,0.0,Toro Rosso,2011 Australian Grand Prix,Jaime,Alguersuari
12.0,+1 Lap,57,0.0,Renault,2011 Australian Grand Prix,Nick,Heidfeld
13.0,+2 Laps,56,0.0,Lotus,2011 Australian Grand Prix,Jarno,Trulli
14.0,+4 Laps,54,0.0,Virgin,2011 Australian Grand Prix,Jérôme,d'Ambrosio
,+9 Laps,49,0.0,Virgin,2011 Australian Grand Prix,Timo,Glock
,Transmission,48,0.0,Williams,2011 Australian Grand Prix,Rubens,Barrichello
,Collision,22,0.0,Mercedes,2011 Australian Grand Prix,Nico,Rosberg
,Collision,19,0.0,Mercedes,2011 Australian Grand Prix,Michael,Schumacher
,Water leak,19,0.0,Lotus,2011 Australian Grand Prix,Heikki,Kovalainen
,Transmission,9,0.0,Williams,2011 Australian Grand Prix,Pastor,Maldonado
,Did not qualify,0,0.0,HRT,2011 Australian Grand Prix,Narain,Karthikeyan
,Did not qualify,0,0.0,HRT,2011 Australian Grand Prix,Vitantonio,Liuzzi
1.0,1:37:39.832,56,25.0,Red Bull,2011 Malaysian Grand Prix,Sebastian,Vettel
2.0,+3.261,56,18.0,McLaren,2011 Malaysian Grand Prix,Jenson,Button
3.0,+25.075,56,15.0,Renault,2011 Malaysian Grand Prix,Nick,Heidfeld
4.0,+26.384,56,12.0,Red Bull,2011 Malaysian Grand Prix,Mark,Webber
5.0,+36.958,56,10.0,Ferrari,2011 Malaysian Grand Prix,Felipe,Massa
6.0,+37.248,56,8.0,Ferrari,2011 Malaysian Grand Prix,Fernando,Alonso
7.0,+1:06.439,56,6.0,Sauber,2011 Malaysian Grand Prix,Kamui,Kobayashi
8.0,+1:09.957,56,4.0,McLaren,2011 Malaysian Grand Prix,Lewis,Hamilton
9.0,+1:24.896,56,2.0,Mercedes,2011 Malaysian Grand Prix,Michael,Schumacher
10.0,+1:31.563,56,1.0,Force India,2011 Malaysian Grand Prix,Paul,di Resta
11.0,+1:41.379,55,0.0,Force India,2011 Malaysian Grand Prix,Adrian,Sutil
12.0,+1 Lap,55,0.0,Mercedes,2011 Malaysian Grand Prix,Nico,Rosberg
13.0,+1 Lap,55,0.0,Toro Rosso,2011 Malaysian Grand Prix,Sébastien,Buemi
14.0,+1 Lap,55,0.0,Toro Rosso,2011 Malaysian Grand Prix,Jaime,Alguersuari
15.0,+1 Lap,55,0.0,Lotus,2011 Malaysian Grand Prix,Heikki,Kovalainen
16.0,+2 Laps,54,0.0,Virgin,2011 Malaysian Grand Prix,Timo,Glock
17.0,Accident,52,0.0,Renault,2011 Malaysian Grand Prix,Vitaly,Petrov
,+10 Laps,46,0.0,HRT,2011 Malaysian Grand Prix,Vitantonio,Liuzzi
,Accident,42,0.0,Virgin,2011 Malaysian Grand Prix,Jérôme,d'Ambrosio
,Clutch,31,0.0,Lotus,2011 Malaysian Grand Prix,Jarno,Trulli
,Accident,23,0.0,Sauber,2011 Malaysian Grand Prix,Sergio,Pérez
,Gearbox,22,0.0,Williams,2011 Malaysian Grand Prix,Rubens,Barrichello
,+42 Laps,14,0.0,HRT,2011 Malaysian Grand Prix,Narain,Karthikeyan
,Engine misfire,8,0.0,Williams,2011 Malaysian Grand Prix,Pastor,Maldonado
1.0,1:36:58.226,56,25.0,McLaren,2011 Chinese Grand Prix,Lewis,Hamilton
2.0,+5.198,56,18.0,Red Bull,2011 Chinese Grand Prix,Sebastian,Vettel
3.0,+7.555,56,15.0,Red Bull,2011 Chinese Grand Prix,Mark,Webber
4.0,+10.000,56,12.0,McLaren,2011 Chinese Grand Prix,Jenson,Button
5.0,+13.448,56,10.0,Mercedes,2011 Chinese Grand Prix,Nico,Rosberg
6.0,+15.840,56,8.0,Ferrari,2011 Chinese Grand Prix,Felipe,Massa
7.0,+30.622,56,6.0,Ferrari,2011 Chinese Grand Prix,Fernando,Alonso
8.0,+31.026,56,4.0,Mercedes,2011 Chinese Grand Prix,Michael,Schumacher
9.0,+57.404,56,2.0,Renault,2011 Chinese Grand Prix,Vitaly,Petrov
10.0,+1:03.273,56,1.0,Sauber,2011 Chinese Grand Prix,Kamui,Kobayashi
11.0,+1:08.757,56,0.0,Force India,2011 Chinese Grand Prix,Paul,di Resta
12.0,+1:12.739,56,0.0,Renault,2011 Chinese Grand Prix,Nick,Heidfeld
13.0,+1:30.189,56,0.0,Williams,2011 Chinese Grand Prix,Rubens,Barrichello
14.0,+1:30.671,56,0.0,Toro Rosso,2011 Chinese Grand Prix,Sébastien,Buemi
15.0,+1 Lap,55,0.0,Force India,2011 Chinese Grand Prix,Adrian,Sutil
16.0,+1 Lap,55,0.0,Lotus,2011 Chinese Grand Prix,Heikki,Kovalainen
17.0,+1 Lap,55,0.0,Sauber,2011 Chinese Grand Prix,Sergio,Pérez
18.0,+1 Lap,55,0.0,Williams,2011 Chinese Grand Prix,Pastor,Maldonado
19.0,+1 Lap,55,0.0,Lotus,2011 Chinese Grand Prix,Jarno,Trulli
20.0,+2 Laps,54,0.0,Virgin,2011 Chinese Grand Prix,Jérôme,d'Ambrosio
21.0,+2 Laps,54,0.0,Virgin,2011 Chinese Grand Prix,Timo,Glock
22.0,+2 Laps,54,0.0,HRT,2011 Chinese Grand Prix,Vitantonio,Liuzzi
23.0,+2 Laps,54,0.0,HRT,2011 Chinese Grand Prix,Narain,Karthikeyan
,Wheel,9,0.0,Toro Rosso,2011 Chinese Grand Prix,Jaime,Alguersuari
1.0,1:30:17.558,58,25.0,Red Bull,2011 Turkish Grand Prix,Sebastian,Vettel
2.0,+8.807,58,18.0,Red Bull,2011 Turkish Grand Prix,Mark,Webber
3.0,+10.075,58,15.0,Ferrari,2011 Turkish Grand Prix,Fernando,Alonso
4.0,+40.232,58,12.0,McLaren,2011 Turkish Grand Prix,Lewis,Hamilton
5.0,+47.539,58,10.0,Mercedes,2011 Turkish Grand Prix,Nico,Rosberg
6.0,+59.431,58,8.0,McLaren,2011 Turkish Grand Prix,Jenson,Button
7.0,+1:00.857,58,6.0,Renault,2011 Turkish Grand Prix,Nick,Heidfeld
8.0,+1:08.168,58,4.0,Renault,2011 Turkish Grand Prix,Vitaly,Petrov
9.0,+1:09.394,58,2.0,Toro Rosso,2011 Turkish Grand Prix,Sébastien,Buemi
10.0,+1:18.021,58,1.0,Sauber,2011 Turkish Grand Prix,Kamui,Kobayashi
11.0,+1:19.823,58,0.0,Ferrari,2011 Turkish Grand Prix,Felipe,Massa
12.0,+1:25.444,58,0.0,Mercedes,2011 Turkish Grand Prix,Michael,Schumacher
13.0,+1 Lap,57,0.0,Force India,2011 Turkish Grand Prix,Adrian,Sutil
14.0,+1 Lap,57,0.0,Sauber,2011 Turkish Grand Prix,Sergio,Pérez
15.0,+1 Lap,57,0.0,Williams,2011 Turkish Grand Prix,Rubens,Barrichello
16.0,+1 Lap,57,0.0,Toro Rosso,2011 Turkish Grand Prix,Jaime,Alguersuari
17.0,+1 Lap,57,0.0,Williams,2011 Turkish Grand Prix,Pastor,Maldonado
18.0,+1 Lap,57,0.0,Lotus,2011 Turkish Grand Prix,Jarno,Trulli
19.0,+2 Laps,56,0.0,Lotus,2011 Turkish Grand Prix,Heikki,Kovalainen
20.0,+2 Laps,56,0.0,Virgin,2011 Turkish Grand Prix,Jérôme,d'Ambrosio
21.0,+3 Laps,55,0.0,HRT,2011 Turkish Grand Prix,Narain,Karthikeyan
22.0,+5 Laps,53,0.0,HRT,2011 Turkish Grand Prix,Vitantonio,Liuzzi
,Retired,44,0.0,Force India,2011 Turkish Grand Prix,Paul,di Resta
,Gearbox,0,0.0,Virgin,2011 Turkish Grand Prix,Timo,Glock
1.0,1:39:03.301,66,25.0,Red Bull,2011 Spanish Grand Prix,Sebastian,Vettel
2.0,+0.630,66,18.0,McLaren,2011 Spanish Grand Prix,Lewis,Hamilton
3.0,+35.697,66,15.0,McLaren,2011 Spanish Grand Prix,Jenson,Button
4.0,+47.966,66,12.0,Red Bull,2011 Spanish Grand Prix,Mark,Webber
5.0,+1 Lap,65,10.0,Ferrari,2011 Spanish Grand Prix,Fernando,Alonso
6.0,+1 Lap,65,8.0,Mercedes,2011 Spanish Grand Prix,Michael,Schumacher
7.0,+1 Lap,65,6.0,Mercedes,2011 Spanish Grand Prix,Nico,Rosberg
8.0,+1 Lap,65,4.0,Renault,2011 Spanish Grand Prix,Nick,Heidfeld
9.0,+1 Lap,65,2.0,Sauber,2011 Spanish Grand Prix,Sergio,Pérez
10.0,+1 Lap,65,1.0,Sauber,2011 Spanish Grand Prix,Kamui,Kobayashi
11.0,+1 Lap,65,0.0,Renault,2011 Spanish Grand Prix,Vitaly,Petrov
12.0,+1 Lap,65,0.0,Force India,2011 Spanish Grand Prix,Paul,di Resta
13.0,+1 Lap,65,0.0,Force India,2011 Spanish Grand Prix,Adrian,Sutil
14.0,+1 Lap,65,0.0,Toro Rosso,2011 Spanish Grand Prix,Sébastien,Buemi
15.0,+1 Lap,65,0.0,Williams,2011 Spanish Grand Prix,Pastor,Maldonado
16.0,+2 Laps,64,0.0,Toro Rosso,2011 Spanish Grand Prix,Jaime,Alguersuari
17.0,+2 Laps,64,0.0,Williams,2011 Spanish Grand Prix,Rubens,Barrichello
18.0,+2 Laps,64,0.0,Lotus,2011 Spanish Grand Prix,Jarno,Trulli
19.0,+3 Laps,63,0.0,Virgin,2011 Spanish Grand Prix,Timo,Glock
20.0,+4 Laps,62,0.0,Virgin,2011 Spanish Grand Prix,Jérôme,d'Ambrosio
21.0,+5 Laps,61,0.0,HRT,2011 Spanish Grand Prix,Narain,Karthikeyan
,Gearbox,58,0.0,Ferrari,2011 Spanish Grand Prix,Felipe,Massa
,Accident,48,0.0,Lotus,2011 Spanish Grand Prix,Heikki,Kovalainen
,Gearbox,28,0.0,HRT,2011 Spanish Grand Prix,Vitantonio,Liuzzi
1.0,2:09:38.373,78,25.0,Red Bull,2011 Monaco Grand Prix,Sebastian,Vettel
2.0,+1.138,78,18.0,Ferrari,2011 Monaco Grand Prix,Fernando,Alonso
3.0,+2.378,78,15.0,McLaren,2011 Monaco Grand Prix,Jenson,Button
4.0,+23.101,78,12.0,Red Bull,2011 Monaco Grand Prix,Mark,Webber
5.0,+26.916,78,10.0,Sauber,2011 Monaco Grand Prix,Kamui,Kobayashi
6.0,+27.210,78,8.0,McLaren,2011 Monaco Grand Prix,Lewis,Hamilton
7.0,+1 Lap,77,6.0,Force India,2011 Monaco Grand Prix,Adrian,Sutil
8.0,+1 Lap,77,4.0,Renault,2011 Monaco Grand Prix,Nick,Heidfeld
9.0,+1 Lap,77,2.0,Williams,2011 Monaco Grand Prix,Rubens,Barrichello
10.0,+1 Lap,77,1.0,Toro Rosso,2011 Monaco Grand Prix,Sébastien,Buemi
11.0,+2 Laps,76,0.0,Mercedes,2011 Monaco Grand Prix,Nico,Rosberg
12.0,+2 Laps,76,0.0,Force India,2011 Monaco Grand Prix,Paul,di Resta
13.0,+2 Laps,76,0.0,Lotus,2011 Monaco Grand Prix,Jarno,Trulli
14.0,+2 Laps,76,0.0,Lotus,2011 Monaco Grand Prix,Heikki,Kovalainen
15.0,+3 Laps,75,0.0,Virgin,2011 Monaco Grand Prix,Jérôme,d'Ambrosio
16.0,+3 Laps,75,0.0,HRT,2011 Monaco Grand Prix,Vitantonio,Liuzzi
17.0,+4 Laps,74,0.0,HRT,2011 Monaco Grand Prix,Narain,Karthikeyan
18.0,Accident,73,0.0,Williams,2011 Monaco Grand Prix,Pastor,Maldonado
,Collision,67,0.0,Renault,2011 Monaco Grand Prix,Vitaly,Petrov
,Collision,66,0.0,Toro Rosso,2011 Monaco Grand Prix,Jaime,Alguersuari
,Engine,32,0.0,Mercedes,2011 Monaco Grand Prix,Michael,Schumacher
,Accident,32,0.0,Ferrari,2011 Monaco Grand Prix,Felipe,Massa
,Suspension,30,0.0,Virgin,2011 Monaco Grand Prix,Timo,Glock
,Injury,0,0.0,Sauber,2011 Monaco Grand Prix,Sergio,Pérez
1.0,4:04:39.537,70,25.0,McLaren,2011 Canadian Grand Prix,Jenson,Button
2.0,+2.709,70,18.0,Red Bull,2011 Canadian Grand Prix,Sebastian,Vettel
3.0,+13.828,70,15.0,Red Bull,2011 Canadian Grand Prix,Mark,Webber
4.0,+14.219,70,12.0,Mercedes,2011 Canadian Grand Prix,Michael,Schumacher
5.0,+20.395,70,10.0,Renault,2011 Canadian Grand Prix,Vitaly,Petrov
6.0,+33.225,70,8.0,Ferrari,2011 Canadian Grand Prix,Felipe,Massa
7.0,+33.270,70,6.0,Sauber,2011 Canadian Grand Prix,Kamui,Kobayashi
8.0,+35.964,70,4.0,Toro Rosso,2011 Canadian Grand Prix,Jaime,Alguersuari
9.0,+45.117,70,2.0,Williams,2011 Canadian Grand Prix,Rubens,Barrichello
10.0,+47.056,70,1.0,Toro Rosso,2011 Canadian Grand Prix,Sébastien,Buemi
11.0,+50.454,70,0.0,Mercedes,2011 Canadian Grand Prix,Nico,Rosberg
12.0,+1:03.607,70,0.0,Sauber,2011 Canadian Grand Prix,Pedro,de la Rosa
13.0,+1 Lap,69,0.0,HRT,2011 Canadian Grand Prix,Vitantonio,Liuzzi
14.0,+1 Lap,69,0.0,HRT,2011 Canadian Grand Prix,Narain,Karthikeyan
15.0,+1 Lap,69,0.0,Virgin,2011 Canadian Grand Prix,Jérôme,d'Ambrosio
16.0,+1 Lap,69,0.0,Virgin,2011 Canadian Grand Prix,Timo,Glock
17.0,+1 Lap,69,0.0,Lotus,2011 Canadian Grand Prix,Jarno,Trulli
18.0,Accident,67,0.0,Force India,2011 Canadian Grand Prix,Paul,di Resta
,Retired,61,0.0,Williams,2011 Canadian Grand Prix,Pastor,Maldonado
,Accident,55,0.0,Renault,2011 Canadian Grand Prix,Nick,Heidfeld
,Accident,49,0.0,Force India,2011 Canadian Grand Prix,Adrian,Sutil
,Collision,36,0.0,Ferrari,2011 Canadian Grand Prix,Fernando,Alonso
,Transmission,28,0.0,Lotus,2011 Canadian Grand Prix,Heikki,Kovalainen
,Collision,7,0.0,McLaren,2011 Canadian Grand Prix,Lewis,Hamilton
1.0,1:39:36.169,57,25.0,Red Bull,2011 European Grand Prix,Sebastian,Vettel
2.0,+10.891,57,18.0,Ferrari,2011 European Grand Prix,Fernando,Alonso
3.0,+27.255,57,15.0,Red Bull,2011 European Grand Prix,Mark,Webber
4.0,+46.190,57,12.0,McLaren,2011 European Grand Prix,Lewis,Hamilton
5.0,+51.705,57,10.0,Ferrari,2011 European Grand Prix,Felipe,Massa
6.0,+1:00.065,57,8.0,McLaren,2011 European Grand Prix,Jenson,Button
7.0,+1:38.090,57,6.0,Mercedes,2011 European Grand Prix,Nico,Rosberg
8.0,+1 Lap,56,4.0,Toro Rosso,2011 European Grand Prix,Jaime,Alguersuari
9.0,+1 Lap,56,2.0,Force India,2011 European Grand Prix,Adrian,Sutil
10.0,+1 Lap,56,1.0,Renault,2011 European Grand Prix,Nick,Heidfeld
11.0,+1 Lap,56,0.0,Sauber,2011 European Grand Prix,Sergio,Pérez
12.0,+1 Lap,56,0.0,Williams,2011 European Grand Prix,Rubens,Barrichello
13.0,+1 Lap,56,0.0,Toro Rosso,2011 European Grand Prix,Sébastien,Buemi
14.0,+1 Lap,56,0.0,Force India,2011 European Grand Prix,Paul,di Resta
15.0,+1 Lap,56,0.0,Renault,2011 European Grand Prix,Vitaly,Petrov
16.0,+1 Lap,56,0.0,Sauber,2011 European Grand Prix,Kamui,Kobayashi
17.0,+1 Lap,56,0.0,Mercedes,2011 European Grand Prix,Michael,Schumacher
18.0,+1 Lap,56,0.0,Williams,2011 European Grand Prix,Pastor,Maldonado
19.0,+2 Laps,55,0.0,Lotus,2011 European Grand Prix,Heikki,Kovalainen
20.0,+2 Laps,55,0.0,Lotus,2011 European Grand Prix,Jarno,Trulli
21.0,+2 Laps,55,0.0,Virgin,2011 European Grand Prix,Timo,Glock
22.0,+2 Laps,55,0.0,Virgin,2011 European Grand Prix,Jérôme,d'Ambrosio
23.0,+3 Laps,54,0.0,HRT,2011 European Grand Prix,Vitantonio,Liuzzi
24.0,+3 Laps,54,0.0,HRT,2011 European Grand Prix,Narain,Karthikeyan
1.0,1:28:41.196,52,25.0,Ferrari,2011 British Grand Prix,Fernando,Alonso
2.0,+16.511,52,18.0,Red Bull,2011 British Grand Prix,Sebastian,Vettel
3.0,+16.947,52,15.0,Red Bull,2011 British Grand Prix,Mark,Webber
4.0,+28.986,52,12.0,McLaren,2011 British Grand Prix,Lewis,Hamilton
5.0,+29.010,52,10.0,Ferrari,2011 British Grand Prix,Felipe,Massa
6.0,+1:00.665,52,8.0,Mercedes,2011 British Grand Prix,Nico,Rosberg
7.0,+1:05.590,52,6.0,Sauber,2011 British Grand Prix,Sergio,Pérez
8.0,+1:15.542,52,4.0,Renault,2011 British Grand Prix,Nick,Heidfeld
9.0,+1:17.912,52,2.0,Mercedes,2011 British Grand Prix,Michael,Schumacher
10.0,+1:19.108,52,1.0,Toro Rosso,2011 British Grand Prix,Jaime,Alguersuari
11.0,+1:19.712,52,0.0,Force India,2011 British Grand Prix,Adrian,Sutil
12.0,+1:20.681,52,0.0,Renault,2011 British Grand Prix,Vitaly,Petrov
13.0,+1 Lap,51,0.0,Williams,2011 British Grand Prix,Rubens,Barrichello
14.0,+1 Lap,51,0.0,Williams,2011 British Grand Prix,Pastor,Maldonado
15.0,+1 Lap,51,0.0,Force India,2011 British Grand Prix,Paul,di Resta
16.0,+2 Laps,50,0.0,Virgin,2011 British Grand Prix,Timo,Glock
17.0,+2 Laps,50,0.0,Virgin,2011 British Grand Prix,Jérôme,d'Ambrosio
18.0,+2 Laps,50,0.0,HRT,2011 British Grand Prix,Vitantonio,Liuzzi
19.0,+3 Laps,49,0.0,HRT,2011 British Grand Prix,Daniel,Ricciardo
,Wheel nut,39,0.0,McLaren,2011 British Grand Prix,Jenson,Button
,Accident,25,0.0,Toro Rosso,2011 British Grand Prix,Sébastien,Buemi
,Engine,23,0.0,Sauber,2011 British Grand Prix,Kamui,Kobayashi
,Oil leak,10,0.0,Lotus,2011 British Grand Prix,Jarno,Trulli
,Gearbox,2,0.0,Lotus,2011 British Grand Prix,Heikki,Kovalainen
1.0,1:37:30.344,60,25.0,McLaren,2011 German Grand Prix,Lewis,Hamilton
2.0,+3.980,60,18.0,Ferrari,2011 German Grand Prix,Fernando,Alonso
3.0,+9.788,60,15.0,Red Bull,2011 German Grand Prix,Mark,Webber
4.0,+47.921,60,12.0,Red Bull,2011 German Grand Prix,Sebastian,Vettel
5.0,+52.252,60,10.0,Ferrari,2011 German Grand Prix,Felipe,Massa
6.0,+1:26.208,60,8.0,Force India,2011 German Grand Prix,Adrian,Sutil
7.0,+1 Lap,59,6.0,Mercedes,2011 German Grand Prix,Nico,Rosberg
8.0,+1 Lap,59,4.0,Mercedes,2011 German Grand Prix,Michael,Schumacher
9.0,+1 Lap,59,2.0,Sauber,2011 German Grand Prix,Kamui,Kobayashi
10.0,+1 Lap,59,1.0,Renault,2011 German Grand Prix,Vitaly,Petrov
11.0,+1 Lap,59,0.0,Sauber,2011 German Grand Prix,Sergio,Pérez
12.0,+1 Lap,59,0.0,Toro Rosso,2011 German Grand Prix,Jaime,Alguersuari
13.0,+1 Lap,59,0.0,Force India,2011 German Grand Prix,Paul,di Resta
14.0,+1 Lap,59,0.0,Williams,2011 German Grand Prix,Pastor,Maldonado
15.0,+1 Lap,59,0.0,Toro Rosso,2011 German Grand Prix,Sébastien,Buemi
16.0,+2 Laps,58,0.0,Lotus,2011 German Grand Prix,Heikki,Kovalainen
17.0,+3 Laps,57,0.0,Virgin,2011 German Grand Prix,Timo,Glock
18.0,+3 Laps,57,0.0,Virgin,2011 German Grand Prix,Jérôme,d'Ambrosio
19.0,+3 Laps,57,0.0,HRT,2011 German Grand Prix,Daniel,Ricciardo
20.0,+4 Laps,56,0.0,Lotus,2011 German Grand Prix,Karun,Chandhok
,Electrical,37,0.0,HRT,2011 German Grand Prix,Vitantonio,Liuzzi
,Hydraulics,35,0.0,McLaren,2011 German Grand Prix,Jenson,Button
