0,1,2,3,4
11,+1.400,Daniel Ricciardo,Toro Rosso,2013 Indian Grand Prix
12,+1.592,Paul di Resta,Force India,2013 Indian Grand Prix
13,+1.621,Adrian Sutil,Force India,2013 Indian Grand Prix
14,+1.679,Jean-Éric Vergne,Toro Rosso,2013 Indian Grand Prix
15,+2.015,Valtteri Bottas,Williams,2013 Indian Grand Prix
16,+2.247,Esteban Gutiérrez,Sauber,2013 Indian Grand Prix
17,+2.458,Romain Grosjean,Lotus F1,2013 Indian Grand Prix
18,+2.723,Pastor Maldonado,Williams,2013 Indian Grand Prix
19,+2.851,Jules Bianchi,Marussia,2013 Indian Grand Prix
20,+2.986,Giedo van der Garde,Caterham,2013 Indian Grand Prix
21,+3.368,Charles Pic,Caterham,2013 Indian Grand Prix
22,+4.019,Max Chilton,Marussia,2013 Indian Grand Prix
1,1:39.957,Mark Webber,Red Bull,2013 Abu Dhabi Grand Prix
2,+0.118,Sebastian Vettel,Red Bull,2013 Abu Dhabi Grand Prix
3,+0.462,Nico Rosberg,Mercedes,2013 Abu Dhabi Grand Prix
4,+0.544,Lewis Hamilton,Mercedes,2013 Abu Dhabi Grand Prix
5,+0.585,Kimi Räikkönen,Lotus F1,2013 Abu Dhabi Grand Prix
6,+0.619,Nico Hülkenberg,Sauber,2013 Abu Dhabi Grand Prix
7,+1.040,Romain Grosjean,Lotus F1,2013 Abu Dhabi Grand Prix
8,+1.058,Felipe Massa,Ferrari,2013 Abu Dhabi Grand Prix
9,+1.111,Sergio Pérez,McLaren,2013 Abu Dhabi Grand Prix
10,+1.154,Daniel Ricciardo,Toro Rosso,2013 Abu Dhabi Grand Prix
11,+1.136,Fernando Alonso,Ferrari,2013 Abu Dhabi Grand Prix
12,+1.176,Paul di Resta,Force India,2013 Abu Dhabi Grand Prix
13,+1.243,Jenson Button,McLaren,2013 Abu Dhabi Grand Prix
14,+1.322,Jean-Éric Vergne,Toro Rosso,2013 Abu Dhabi Grand Prix
15,+1.438,Pastor Maldonado,Williams,2013 Abu Dhabi Grand Prix
16,+1.490,Valtteri Bottas,Williams,2013 Abu Dhabi Grand Prix
17,+2.042,Esteban Gutiérrez,Sauber,2013 Abu Dhabi Grand Prix
18,+2.094,Adrian Sutil,Force India,2013 Abu Dhabi Grand Prix
19,+3.295,Giedo van der Garde,Caterham,2013 Abu Dhabi Grand Prix
20,+3.441,Jules Bianchi,Marussia,2013 Abu Dhabi Grand Prix
21,+3.571,Charles Pic,Caterham,2013 Abu Dhabi Grand Prix
22,+4.241,Max Chilton,Marussia,2013 Abu Dhabi Grand Prix
1,1:36.338,Sebastian Vettel,Red Bull,2013 United States Grand Prix
2,+0.103,Mark Webber,Red Bull,2013 United States Grand Prix
3,+0.817,Romain Grosjean,Lotus F1,2013 United States Grand Prix
4,+0.958,Nico Hülkenberg,Sauber,2013 United States Grand Prix
5,+1.007,Lewis Hamilton,Mercedes,2013 United States Grand Prix
6,+1.038,Fernando Alonso,Ferrari,2013 United States Grand Prix
7,+1.114,Sergio Pérez,McLaren,2013 United States Grand Prix
8,+1.377,Heikki Kovalainen,Lotus F1,2013 United States Grand Prix
9,+1.498,Valtteri Bottas,Williams,2013 United States Grand Prix
10,+1.696,Esteban Gutiérrez,Sauber,2013 United States Grand Prix
11,+1.793,Daniel Ricciardo,Toro Rosso,2013 United States Grand Prix
12,+1.801,Paul di Resta,Force India,2013 United States Grand Prix
13,+1.879,Jenson Button,McLaren,2013 United States Grand Prix
14,+2.026,Nico Rosberg,Mercedes,2013 United States Grand Prix
15,+2.254,Felipe Massa,Ferrari,2013 United States Grand Prix
16,+2.358,Jean-Éric Vergne,Toro Rosso,2013 United States Grand Prix
17,+2.912,Adrian Sutil,Force India,2013 United States Grand Prix
18,+3.013,Pastor Maldonado,Williams,2013 United States Grand Prix
19,+4.153,Giedo van der Garde,Caterham,2013 United States Grand Prix
20,+4.190,Jules Bianchi,Marussia,2013 United States Grand Prix
21,+4.258,Charles Pic,Caterham,2013 United States Grand Prix
22,+5.063,Max Chilton,Marussia,2013 United States Grand Prix
1,1:26.479,Sebastian Vettel,Red Bull,2013 Brazilian Grand Prix
2,+0.623,Nico Rosberg,Mercedes,2013 Brazilian Grand Prix
3,+1.060,Fernando Alonso,Ferrari,2013 Brazilian Grand Prix
4,+1.093,Mark Webber,Red Bull,2013 Brazilian Grand Prix
5,+1.198,Lewis Hamilton,Mercedes,2013 Brazilian Grand Prix
6,+1.258,Romain Grosjean,Lotus F1,2013 Brazilian Grand Prix
7,+1.573,Daniel Ricciardo,Toro Rosso,2013 Brazilian Grand Prix
8,+1.602,Jean-Éric Vergne,Toro Rosso,2013 Brazilian Grand Prix
9,+1.630,Felipe Massa,Ferrari,2013 Brazilian Grand Prix
10,+3.103,Nico Hülkenberg,Sauber,2013 Brazilian Grand Prix
11,+0.977,Heikki Kovalainen,Lotus F1,2013 Brazilian Grand Prix
12,+1.319,Paul di Resta,Force India,2013 Brazilian Grand Prix
13,+1.475,Valtteri Bottas,Williams,2013 Brazilian Grand Prix
14,+1.790,Sergio Pérez,McLaren,2013 Brazilian Grand Prix
15,+1.829,Jenson Button,McLaren,2013 Brazilian Grand Prix
16,+2.107,Adrian Sutil,Force India,2013 Brazilian Grand Prix
17,+0.888,Pastor Maldonado,Williams,2013 Brazilian Grand Prix
18,+0.976,Esteban Gutiérrez,Sauber,2013 Brazilian Grand Prix
19,+1.364,Charles Pic,Caterham,2013 Brazilian Grand Prix
20,+1.841,Giedo van der Garde,Caterham,2013 Brazilian Grand Prix
21,+1.887,Jules Bianchi,Marussia,2013 Brazilian Grand Prix
22,+2.471,Max Chilton,Marussia,2013 Brazilian Grand Prix
1,1:44.231,Lewis Hamilton,Mercedes,2014 Australian Grand Prix
2,+0.317,Daniel Ricciardo,Red Bull,2014 Australian Grand Prix
3,+0.364,Nico Rosberg,Mercedes,2014 Australian Grand Prix
4,+1.514,Kevin Magnussen,McLaren,2014 Australian Grand Prix
5,+1.588,Fernando Alonso,Ferrari,2014 Australian Grand Prix
6,+1.633,Jean-Éric Vergne,Toro Rosso,2014 Australian Grand Prix
7,+1.799,Nico Hülkenberg,Force India,2014 Australian Grand Prix
8,+3.137,Daniil Kvyat,Toro Rosso,2014 Australian Grand Prix
9,+3.848,Felipe Massa,Williams,2014 Australian Grand Prix
10,+3.916,Valtteri Bottas,Williams,2014 Australian Grand Prix
11,+0.206,Jenson Button,McLaren,2014 Australian Grand Prix
12,+0.263,Kimi Räikkönen,Ferrari,2014 Australian Grand Prix
13,+0.457,Sebastian Vettel,Red Bull,2014 Australian Grand Prix
14,+1.424,Adrian Sutil,Sauber,2014 Australian Grand Prix
15,+1.636,Kamui Kobayashi,Caterham,2014 Australian Grand Prix
16,+3.062,Sergio Pérez,Force India,2014 Australian Grand Prix
17,+-1:-10.-938,Max Chilton,Marussia,2014 Australian Grand Prix
18,+-1:-10.-437,Jules Bianchi,Marussia,2014 Australian Grand Prix
19,+-1:-10.-114,Esteban Gutiérrez,Sauber,2014 Australian Grand Prix
20,+-1:-10.-74,Marcus Ericsson,Caterham,2014 Australian Grand Prix
21,+-1:-8.-238,Romain Grosjean,Lotus F1,2014 Australian Grand Prix
22,,Pastor Maldonado,Lotus F1,2014 Australian Grand Prix
1,1:59.431,Lewis Hamilton,Mercedes,2014 Malaysian Grand Prix
2,+0.055,Sebastian Vettel,Red Bull,2014 Malaysian Grand Prix
3,+0.619,Nico Rosberg,Mercedes,2014 Malaysian Grand Prix
4,+0.744,Fernando Alonso,Ferrari,2014 Malaysian Grand Prix
5,+1.110,Daniel Ricciardo,Red Bull,2014 Malaysian Grand Prix
6,+1.787,Kimi Räikkönen,Ferrari,2014 Malaysian Grand Prix
7,+2.281,Nico Hülkenberg,Force India,2014 Malaysian Grand Prix
8,+2.782,Kevin Magnussen,McLaren,2014 Malaysian Grand Prix
9,+3.647,Jean-Éric Vergne,Toro Rosso,2014 Malaysian Grand Prix
10,+4.622,Jenson Button,McLaren,2014 Malaysian Grand Prix
11,+2.920,Daniil Kvyat,Toro Rosso,2014 Malaysian Grand Prix
12,+2.938,Esteban Gutiérrez,Sauber,2014 Malaysian Grand Prix
13,+3.029,Felipe Massa,Williams,2014 Malaysian Grand Prix
14,+3.080,Sergio Pérez,Force India,2014 Malaysian Grand Prix
15,+3.325,Valtteri Bottas,Williams,2014 Malaysian Grand Prix
16,+3.454,Romain Grosjean,Lotus F1,2014 Malaysian Grand Prix
17,+2.643,Pastor Maldonado,Lotus F1,2014 Malaysian Grand Prix
18,+2.700,Adrian Sutil,Sauber,2014 Malaysian Grand Prix
19,+3.271,Jules Bianchi,Marussia,2014 Malaysian Grand Prix
20,+4.164,Kamui Kobayashi,Caterham,2014 Malaysian Grand Prix
21,+4.957,Max Chilton,Marussia,2014 Malaysian Grand Prix
22,+4.976,Marcus Ericsson,Caterham,2014 Malaysian Grand Prix
1,1:33.185,Nico Rosberg,Mercedes,2014 Bahrain Grand Prix
2,+0.279,Lewis Hamilton,Mercedes,2014 Bahrain Grand Prix
3,+0.866,Daniel Ricciardo,Red Bull,2014 Bahrain Grand Prix
4,+1.062,Valtteri Bottas,Williams,2014 Bahrain Grand Prix
5,+1.161,Sergio Pérez,Force India,2014 Bahrain Grand Prix
6,+1.183,Kimi Räikkönen,Ferrari,2014 Bahrain Grand Prix
7,+1.202,Jenson Button,McLaren,2014 Bahrain Grand Prix
8,+1.326,Felipe Massa,Williams,2014 Bahrain Grand Prix
9,+1.527,Kevin Magnussen,McLaren,2014 Bahrain Grand Prix
10,+1.807,Fernando Alonso,Ferrari,2014 Bahrain Grand Prix
11,+1.800,Sebastian Vettel,Red Bull,2014 Bahrain Grand Prix
12,+1.931,Nico Hülkenberg,Force India,2014 Bahrain Grand Prix
13,+1.960,Daniil Kvyat,Toro Rosso,2014 Bahrain Grand Prix
14,+2.101,Jean-Éric Vergne,Toro Rosso,2014 Bahrain Grand Prix
15,+2.706,Esteban Gutiérrez,Sauber,2014 Bahrain Grand Prix
16,+2.723,Romain Grosjean,Lotus F1,2014 Bahrain Grand Prix
17,+3.478,Pastor Maldonado,Lotus F1,2014 Bahrain Grand Prix
18,+3.655,Adrian Sutil,Sauber,2014 Bahrain Grand Prix
19,+3.900,Kamui Kobayashi,Caterham,2014 Bahrain Grand Prix
20,+4.125,Jules Bianchi,Marussia,2014 Bahrain Grand Prix
21,+4.690,Marcus Ericsson,Caterham,2014 Bahrain Grand Prix
22,+4.728,Max Chilton,Marussia,2014 Bahrain Grand Prix
1,1:53.860,Lewis Hamilton,Mercedes,2014 Chinese Grand Prix
2,+0.595,Daniel Ricciardo,Red Bull,2014 Chinese Grand Prix
3,+1.100,Sebastian Vettel,Red Bull,2014 Chinese Grand Prix
4,+1.283,Nico Rosberg,Mercedes,2014 Chinese Grand Prix
5,+1.777,Fernando Alonso,Ferrari,2014 Chinese Grand Prix
6,+2.287,Felipe Massa,Williams,2014 Chinese Grand Prix
7,+2.422,Valtteri Bottas,Williams,2014 Chinese Grand Prix
8,+2.506,Nico Hülkenberg,Force India,2014 Chinese Grand Prix
9,+2.913,Jean-Éric Vergne,Toro Rosso,2014 Chinese Grand Prix
10,+3.219,Romain Grosjean,Lotus F1,2014 Chinese Grand Prix
11,+3.000,Kimi Räikkönen,Ferrari,2014 Chinese Grand Prix
12,+3.103,Jenson Button,McLaren,2014 Chinese Grand Prix
13,+3.429,Daniil Kvyat,Toro Rosso,2014 Chinese Grand Prix
14,+3.533,Adrian Sutil,Sauber,2014 Chinese Grand Prix
15,+3.815,Kevin Magnussen,McLaren,2014 Chinese Grand Prix
16,+4.404,Sergio Pérez,Force India,2014 Chinese Grand Prix
17,+5.128,Esteban Gutiérrez,Sauber,2014 Chinese Grand Prix
18,+5.400,Kamui Kobayashi,Caterham,2014 Chinese Grand Prix
19,+5.466,Jules Bianchi,Marussia,2014 Chinese Grand Prix
20,+6.786,Marcus Ericsson,Caterham,2014 Chinese Grand Prix
21,+7.005,Max Chilton,Marussia,2014 Chinese Grand Prix
22,,Pastor Maldonado,Lotus F1,2014 Chinese Grand Prix
1,1:25.232,Lewis Hamilton,Mercedes,2014 Spanish Grand Prix
2,+0.168,Nico Rosberg,Mercedes,2014 Spanish Grand Prix
3,+1.053,Daniel Ricciardo,Red Bull,2014 Spanish Grand Prix
4,+1.400,Valtteri Bottas,Williams,2014 Spanish Grand Prix
5,+1.728,Romain Grosjean,Lotus F1,2014 Spanish Grand Prix
6,+1.872,Kimi Räikkönen,Ferrari,2014 Spanish Grand Prix
7,+1.908,Fernando Alonso,Ferrari,2014 Spanish Grand Prix
8,+2.103,Jenson Button,McLaren,2014 Spanish Grand Prix
9,+2.170,Felipe Massa,Williams,2014 Spanish Grand Prix
10,+1.820,Sebastian Vettel,Red Bull,2014 Spanish Grand Prix
11,+2.453,Nico Hülkenberg,Force India,2014 Spanish Grand Prix
12,+2.770,Sergio Pérez,Force India,2014 Spanish Grand Prix
13,+2.807,Daniil Kvyat,Toro Rosso,2014 Spanish Grand Prix
14,+3.048,Esteban Gutiérrez,Sauber,2014 Spanish Grand Prix
15,+3.157,Kevin Magnussen,McLaren,2014 Spanish Grand Prix
16,+2.962,Jean-Éric Vergne,Toro Rosso,2014 Spanish Grand Prix
17,+3.331,Adrian Sutil,Sauber,2014 Spanish Grand Prix
18,+4.354,Max Chilton,Marussia,2014 Spanish Grand Prix
19,+4.945,Jules Bianchi,Marussia,2014 Spanish Grand Prix
20,+5.080,Marcus Ericsson,Caterham,2014 Spanish Grand Prix
21,+5.143,Kamui Kobayashi,Caterham,2014 Spanish Grand Prix
22,,Pastor Maldonado,Lotus F1,2014 Spanish Grand Prix
1,1:15.989,Nico Rosberg,Mercedes,2014 Monaco Grand Prix
2,+0.059,Lewis Hamilton,Mercedes,2014 Monaco Grand Prix
3,+0.395,Daniel Ricciardo,Red Bull,2014 Monaco Grand Prix
4,+0.558,Sebastian Vettel,Red Bull,2014 Monaco Grand Prix
5,+0.697,Fernando Alonso,Ferrari,2014 Monaco Grand Prix
6,+1.400,Kimi Räikkönen,Ferrari,2014 Monaco Grand Prix
7,+1.551,Jean-Éric Vergne,Toro Rosso,2014 Monaco Grand Prix
8,+1.566,Kevin Magnussen,McLaren,2014 Monaco Grand Prix
9,+2.101,Daniil Kvyat,Toro Rosso,2014 Monaco Grand Prix
10,+2.338,Sergio Pérez,Force India,2014 Monaco Grand Prix
11,+1.857,Nico Hülkenberg,Force India,2014 Monaco Grand Prix
12,+1.999,Jenson Button,McLaren,2014 Monaco Grand Prix
13,+2.093,Valtteri Bottas,Williams,2014 Monaco Grand Prix
14,+2.207,Romain Grosjean,Lotus F1,2014 Monaco Grand Prix
15,+2.367,Pastor Maldonado,Lotus F1,2014 Monaco Grand Prix
16,+2.220,Felipe Massa,Williams,2014 Monaco Grand Prix
17,+2.752,Esteban Gutiérrez,Sauber,2014 Monaco Grand Prix
18,+2.756,Adrian Sutil,Sauber,2014 Monaco Grand Prix
19,+3.343,Jules Bianchi,Marussia,2014 Monaco Grand Prix
20,+3.939,Max Chilton,Marussia,2014 Monaco Grand Prix
21,+4.144,Kamui Kobayashi,Caterham,2014 Monaco Grand Prix
22,+5.743,Marcus Ericsson,Caterham,2014 Monaco Grand Prix
1,1:14.874,Nico Rosberg,Mercedes,2014 Canadian Grand Prix
2,+0.079,Lewis Hamilton,Mercedes,2014 Canadian Grand Prix
3,+0.674,Sebastian Vettel,Red Bull,2014 Canadian Grand Prix
4,+0.676,Valtteri Bottas,Williams,2014 Canadian Grand Prix
5,+0.704,Felipe Massa,Williams,2014 Canadian Grand Prix
6,+0.715,Daniel Ricciardo,Red Bull,2014 Canadian Grand Prix
7,+0.940,Fernando Alonso,Ferrari,2014 Canadian Grand Prix
8,+1.288,Jean-Éric Vergne,Toro Rosso,2014 Canadian Grand Prix
9,+1.308,Jenson Button,McLaren,2014 Canadian Grand Prix
10,+1.340,Kimi Räikkönen,Ferrari,2014 Canadian Grand Prix
11,+1.426,Nico Hülkenberg,Force India,2014 Canadian Grand Prix
12,+1.436,Kevin Magnussen,McLaren,2014 Canadian Grand Prix
13,+1.598,Sergio Pérez,Force India,2014 Canadian Grand Prix
14,+1.813,Romain Grosjean,Lotus F1,2014 Canadian Grand Prix
15,+1.839,Daniil Kvyat,Toro Rosso,2014 Canadian Grand Prix
16,+2.440,Adrian Sutil,Sauber,2014 Canadian Grand Prix
17,+3.454,Pastor Maldonado,Lotus F1,2014 Canadian Grand Prix
18,+3.474,Max Chilton,Marussia,2014 Canadian Grand Prix
19,+3.485,Jules Bianchi,Marussia,2014 Canadian Grand Prix
20,+4.404,Kamui Kobayashi,Caterham,2014 Canadian Grand Prix
21,+4.946,Marcus Ericsson,Caterham,2014 Canadian Grand Prix
22,,Esteban Gutiérrez,Sauber,2014 Canadian Grand Prix
1,1:8.759,Felipe Massa,Williams,2014 Austrian Grand Prix
2,+0.087,Valtteri Bottas,Williams,2014 Austrian Grand Prix
3,+0.185,Nico Rosberg,Mercedes,2014 Austrian Grand Prix
4,+0.526,Fernando Alonso,Ferrari,2014 Austrian Grand Prix
5,+0.707,Daniel Ricciardo,Red Bull,2014 Austrian Grand Prix
6,+0.756,Kevin Magnussen,McLaren,2014 Austrian Grand Prix
7,+0.860,Daniil Kvyat,Toro Rosso,2014 Austrian Grand Prix
8,+2.036,Kimi Räikkönen,Ferrari,2014 Austrian Grand Prix
9,+0.333,Lewis Hamilton,Mercedes,2014 Austrian Grand Prix
10,+0.865,Nico Hülkenberg,Force India,2014 Austrian Grand Prix
11,+0.995,Sergio Pérez,Force India,2014 Austrian Grand Prix
12,+1.021,Jenson Button,McLaren,2014 Austrian Grand Prix
13,+1.042,Sebastian Vettel,Red Bull,2014 Austrian Grand Prix
14,+1.180,Pastor Maldonado,Lotus F1,2014 Austrian Grand Prix
15,+1.314,Jean-Éric Vergne,Toro Rosso,2014 Austrian Grand Prix
16,+1.883,Romain Grosjean,Lotus F1,2014 Austrian Grand Prix
17,+2.066,Adrian Sutil,Sauber,2014 Austrian Grand Prix
18,+2.590,Esteban Gutiérrez,Sauber,2014 Austrian Grand Prix
19,+2.653,Jules Bianchi,Marussia,2014 Austrian Grand Prix
20,+2.914,Kamui Kobayashi,Caterham,2014 Austrian Grand Prix
21,+3.016,Max Chilton,Marussia,2014 Austrian Grand Prix
22,+3.914,Marcus Ericsson,Caterham,2014 Austrian Grand Prix
1,1:35.766,Nico Rosberg,Mercedes,2014 British Grand Prix
2,+1.620,Sebastian Vettel,Red Bull,2014 British Grand Prix
3,+2.434,Jenson Button,McLaren,2014 British Grand Prix
4,+2.563,Nico Hülkenberg,Force India,2014 British Grand Prix
5,+2.651,Kevin Magnussen,McLaren,2014 British Grand Prix
6,+3.466,Lewis Hamilton,Mercedes,2014 British Grand Prix
7,+4.691,Sergio Pérez,Force India,2014 British Grand Prix
8,+4.840,Daniel Ricciardo,Red Bull,2014 British Grand Prix
9,+4.941,Daniil Kvyat,Toro Rosso,2014 British Grand Prix
10,+5.089,Jean-Éric Vergne,Toro Rosso,2014 British Grand Prix
11,+2.730,Romain Grosjean,Lotus F1,2014 British Grand Prix
12,+2.943,Jules Bianchi,Marussia,2014 British Grand Prix
13,+4.034,Max Chilton,Marussia,2014 British Grand Prix
14,+5.146,Esteban Gutiérrez,Sauber,2014 British Grand Prix
15,+8.252,Pastor Maldonado,Lotus F1,2014 British Grand Prix
16,+6.837,Adrian Sutil,Sauber,2014 British Grand Prix
17,+9.552,Valtteri Bottas,Williams,2014 British Grand Prix
18,+9.929,Felipe Massa,Williams,2014 British Grand Prix
19,+10.169,Fernando Alonso,Ferrari,2014 British Grand Prix
20,+10.918,Kimi Räikkönen,Ferrari,2014 British Grand Prix
21,+13.655,Marcus Ericsson,Caterham,2014 British Grand Prix
22,+13.859,Kamui Kobayashi,Caterham,2014 British Grand Prix
1,1:16.540,Nico Rosberg,Mercedes,2014 German Grand Prix
2,+0.219,Valtteri Bottas,Williams,2014 German Grand Prix
3,+0.538,Felipe Massa,Williams,2014 German Grand Prix
4,+0.674,Kevin Magnussen,McLaren,2014 German Grand Prix
5,+0.733,Daniel Ricciardo,Red Bull,2014 German Grand Prix
6,+1.037,Sebastian Vettel,Red Bull,2014 German Grand Prix
7,+1.109,Fernando Alonso,Ferrari,2014 German Grand Prix
8,+1.425,Daniil Kvyat,Toro Rosso,2014 German Grand Prix
9,+1.474,Nico Hülkenberg,Force India,2014 German Grand Prix
10,+1.495,Sergio Pérez,Force India,2014 German Grand Prix
11,+1.653,Jenson Button,McLaren,2014 German Grand Prix
12,+1.733,Kimi Räikkönen,Ferrari,2014 German Grand Prix
13,+1.745,Jean-Éric Vergne,Toro Rosso,2014 German Grand Prix
14,+2.247,Esteban Gutiérrez,Sauber,2014 German Grand Prix
15,+2.443,Romain Grosjean,Lotus F1,2014 German Grand Prix
16,+2.143,Lewis Hamilton,Mercedes,2014 German Grand Prix
17,+2.602,Adrian Sutil,Sauber,2014 German Grand Prix
18,+2.136,Jules Bianchi,Marussia,2014 German Grand Prix
19,+3.655,Pastor Maldonado,Lotus F1,2014 German Grand Prix
20,+3.868,Kamui Kobayashi,Caterham,2014 German Grand Prix
21,+3.949,Max Chilton,Marussia,2014 German Grand Prix
22,,Marcus Ericsson,Caterham,2014 German Grand Prix
1,1:22.715,Nico Rosberg,Mercedes,2014 Hungarian Grand Prix
2,+0.486,Sebastian Vettel,Red Bull,2014 Hungarian Grand Prix
3,+0.639,Valtteri Bottas,Williams,2014 Hungarian Grand Prix
4,+0.676,Daniel Ricciardo,Red Bull,2014 Hungarian Grand Prix
5,+1.194,Fernando Alonso,Ferrari,2014 Hungarian Grand Prix
6,+1.508,Felipe Massa,Williams,2014 Hungarian Grand Prix
7,+1.579,Jenson Button,McLaren,2014 Hungarian Grand Prix
8,+2.005,Jean-Éric Vergne,Toro Rosso,2014 Hungarian Grand Prix
9,+2.060,Nico Hülkenberg,Force India,2014 Hungarian Grand Prix
10,+1.870,Kevin Magnussen,McLaren,2014 Hungarian Grand Prix
11,+1.991,Daniil Kvyat,Toro Rosso,2014 Hungarian Grand Prix
12,+2.421,Adrian Sutil,Sauber,2014 Hungarian Grand Prix
13,+2.496,Sergio Pérez,Force India,2014 Hungarian Grand Prix
14,+2.545,Esteban Gutiérrez,Sauber,2014 Hungarian Grand Prix
15,+2.622,Romain Grosjean,Lotus F1,2014 Hungarian Grand Prix
16,+4.704,Jules Bianchi,Marussia,2014 Hungarian Grand Prix
17,+4.077,Kimi Räikkönen,Ferrari,2014 Hungarian Grand Prix
18,+4.424,Kamui Kobayashi,Caterham,2014 Hungarian Grand Prix
19,+5.104,Max Chilton,Marussia,2014 Hungarian Grand Prix
20,+5.928,Marcus Ericsson,Caterham,2014 Hungarian Grand Prix
21,,Lewis Hamilton,Mercedes,2014 Hungarian Grand Prix
22,,Pastor Maldonado,Lotus F1,2014 Hungarian Grand Prix
1,2:5.591,Nico Rosberg,Mercedes,2014 Belgian Grand Prix
2,+0.228,Lewis Hamilton,Mercedes,2014 Belgian Grand Prix
3,+2.126,Sebastian Vettel,Red Bull,2014 Belgian Grand Prix
4,+2.195,Fernando Alonso,Ferrari,2014 Belgian Grand Prix
5,+2.320,Daniel Ricciardo,Red Bull,2014 Belgian Grand Prix
6,+2.458,Valtteri Bottas,Williams,2014 Belgian Grand Prix
7,+3.088,Kevin Magnussen,McLaren,2014 Belgian Grand Prix
8,+3.189,Kimi Räikkönen,Ferrari,2014 Belgian Grand Prix
9,+3.587,Felipe Massa,Williams,2014 Belgian Grand Prix
10,+4.185,Jenson Button,McLaren,2014 Belgian Grand Prix
11,+3.786,Daniil Kvyat,Toro Rosso,2014 Belgian Grand Prix
12,+4.214,Jean-Éric Vergne,Toro Rosso,2014 Belgian Grand Prix
13,+4.493,Sergio Pérez,Force India,2014 Belgian Grand Prix
14,+4.647,Adrian Sutil,Sauber,2014 Belgian Grand Prix
15,+5.496,Romain Grosjean,Lotus F1,2014 Belgian Grand Prix
16,+6.879,Jules Bianchi,Marussia,2014 Belgian Grand Prix
17,+5.670,Pastor Maldonado,Lotus F1,2014 Belgian Grand Prix
18,+5.676,Nico Hülkenberg,Force India,2014 Belgian Grand Prix
19,+6.975,Max Chilton,Marussia,2014 Belgian Grand Prix
20,+7.823,Esteban Gutiérrez,Sauber,2014 Belgian Grand Prix
21,+7.878,André Lotterer,Caterham,2014 Belgian Grand Prix
22,+8.847,Marcus Ericsson,Caterham,2014 Belgian Grand Prix
1,1:24.109,Lewis Hamilton,Mercedes,2014 Italian Grand Prix
2,+0.274,Nico Rosberg,Mercedes,2014 Italian Grand Prix
3,+0.588,Valtteri Bottas,Williams,2014 Italian Grand Prix
4,+0.756,Felipe Massa,Williams,2014 Italian Grand Prix
5,+1.205,Kevin Magnussen,McLaren,2014 Italian Grand Prix
6,+1.270,Jenson Button,McLaren,2014 Italian Grand Prix
7,+1.321,Fernando Alonso,Ferrari,2014 Italian Grand Prix
8,+1.327,Sebastian Vettel,Red Bull,2014 Italian Grand Prix
9,+1.600,Daniel Ricciardo,Red Bull,2014 Italian Grand Prix
10,+1.835,Sergio Pérez,Force India,2014 Italian Grand Prix
11,+1.961,Daniil Kvyat,Toro Rosso,2014 Italian Grand Prix
12,+2.001,Kimi Räikkönen,Ferrari,2014 Italian Grand Prix
13,+2.048,Jean-Éric Vergne,Toro Rosso,2014 Italian Grand Prix
14,+2.170,Nico Hülkenberg,Force India,2014 Italian Grand Prix
15,+2.479,Adrian Sutil,Sauber,2014 Italian Grand Prix
16,+2.583,Esteban Gutiérrez,Sauber,2014 Italian Grand Prix
17,+3.411,Pastor Maldonado,Lotus F1,2014 Italian Grand Prix
18,+3.523,Romain Grosjean,Lotus F1,2014 Italian Grand Prix
19,+3.562,Kamui Kobayashi,Caterham,2014 Italian Grand Prix
20,+3.629,Jules Bianchi,Marussia,2014 Italian Grand Prix
21,+4.138,Max Chilton,Marussia,2014 Italian Grand Prix
22,+4.453,Marcus Ericsson,Caterham,2014 Italian Grand Prix
1,1:45.681,Lewis Hamilton,Mercedes,2014 Singapore Grand Prix
2,+0.007,Nico Rosberg,Mercedes,2014 Singapore Grand Prix
3,+0.173,Daniel Ricciardo,Red Bull,2014 Singapore Grand Prix
4,+0.221,Sebastian Vettel,Red Bull,2014 Singapore Grand Prix
5,+0.226,Fernando Alonso,Ferrari,2014 Singapore Grand Prix
6,+0.319,Felipe Massa,Williams,2014 Singapore Grand Prix
7,+0.489,Kimi Räikkönen,Ferrari,2014 Singapore Grand Prix
8,+0.506,Valtteri Bottas,Williams,2014 Singapore Grand Prix
9,+0.569,Kevin Magnussen,McLaren,2014 Singapore Grand Prix
10,+1.681,Daniil Kvyat,Toro Rosso,2014 Singapore Grand Prix
11,+1.262,Jenson Button,McLaren,2014 Singapore Grand Prix
12,+1.308,Jean-Éric Vergne,Toro Rosso,2014 Singapore Grand Prix
13,+1.627,Nico Hülkenberg,Force India,2014 Singapore Grand Prix
14,+1.652,Esteban Gutiérrez,Sauber,2014 Singapore Grand Prix
15,+1.894,Sergio Pérez,Force India,2014 Singapore Grand Prix
16,+2.131,Romain Grosjean,Lotus F1,2014 Singapore Grand Prix
17,+2.643,Adrian Sutil,Sauber,2014 Singapore Grand Prix
18,+3.382,Pastor Maldonado,Lotus F1,2014 Singapore Grand Prix
19,+3.759,Jules Bianchi,Marussia,2014 Singapore Grand Prix
20,+4.724,Kamui Kobayashi,Caterham,2014 Singapore Grand Prix
21,+4.792,Max Chilton,Marussia,2014 Singapore Grand Prix
22,+6.606,Marcus Ericsson,Caterham,2014 Singapore Grand Prix
1,1:32.506,Nico Rosberg,Mercedes,2014 Japanese Grand Prix
