0,1,2,3,4
14,+3.269,Esteban Ocon,Force India,2017 Singapore Grand Prix
15,+4.392,Romain Grosjean,Haas F1 Team,2017 Singapore Grand Prix
16,+4.265,Kevin Magnussen,Haas F1 Team,2017 Singapore Grand Prix
17,+4.523,Felipe Massa,Williams,2017 Singapore Grand Prix
18,+5.237,Lance Stroll,Williams,2017 Singapore Grand Prix
19,+5.568,Pascal Wehrlein,Sauber,2017 Singapore Grand Prix
20,+6.079,Marcus Ericsson,Sauber,2017 Singapore Grand Prix
1,1:30.076,Lewis Hamilton,Mercedes,2017 Malaysian Grand Prix
2,+0.045,Kimi Räikkönen,Ferrari,2017 Malaysian Grand Prix
3,+0.465,Max Verstappen,Red Bull,2017 Malaysian Grand Prix
4,+0.519,Daniel Ricciardo,Red Bull,2017 Malaysian Grand Prix
5,+0.682,Valtteri Bottas,Mercedes,2017 Malaysian Grand Prix
6,+1.402,Esteban Ocon,Force India,2017 Malaysian Grand Prix
7,+1.506,Stoffel Vandoorne,McLaren,2017 Malaysian Grand Prix
8,+1.531,Nico Hülkenberg,Renault,2017 Malaysian Grand Prix
9,+1.582,Sergio Pérez,Force India,2017 Malaysian Grand Prix
10,+1.628,Fernando Alonso,McLaren,2017 Malaysian Grand Prix
11,+1.958,Felipe Massa,Williams,2017 Malaysian Grand Prix
12,+2.024,Jolyon Palmer,Renault,2017 Malaysian Grand Prix
13,+2.231,Lance Stroll,Williams,2017 Malaysian Grand Prix
14,+2.326,Carlos Sainz,Toro Rosso,2017 Malaysian Grand Prix
15,+2.482,Pierre Gasly,Toro Rosso,2017 Malaysian Grand Prix
16,+3.232,Romain Grosjean,Haas F1 Team,2017 Malaysian Grand Prix
17,+3.358,Kevin Magnussen,Haas F1 Team,2017 Malaysian Grand Prix
18,+3.407,Pascal Wehrlein,Sauber,2017 Malaysian Grand Prix
19,+3.894,Marcus Ericsson,Sauber,2017 Malaysian Grand Prix
20,,Sebastian Vettel,Ferrari,2017 Malaysian Grand Prix
1,1:27.319,Lewis Hamilton,Mercedes,2017 Japanese Grand Prix
2,+0.332,Valtteri Bottas,Mercedes,2017 Japanese Grand Prix
3,+0.472,Sebastian Vettel,Ferrari,2017 Japanese Grand Prix
4,+0.987,Daniel Ricciardo,Red Bull,2017 Japanese Grand Prix
5,+1.013,Max Verstappen,Red Bull,2017 Japanese Grand Prix
6,+1.179,Kimi Räikkönen,Ferrari,2017 Japanese Grand Prix
7,+1.792,Esteban Ocon,Force India,2017 Japanese Grand Prix
8,+1.941,Sergio Pérez,Force India,2017 Japanese Grand Prix
9,+2.161,Felipe Massa,Williams,2017 Japanese Grand Prix
10,+3.368,Fernando Alonso,McLaren,2017 Japanese Grand Prix
11,+2.459,Stoffel Vandoorne,McLaren,2017 Japanese Grand Prix
12,+2.560,Nico Hülkenberg,Renault,2017 Japanese Grand Prix
13,+2.653,Kevin Magnussen,Haas F1 Team,2017 Japanese Grand Prix
14,+2.703,Jolyon Palmer,Renault,2017 Japanese Grand Prix
15,+3.094,Carlos Sainz,Toro Rosso,2017 Japanese Grand Prix
16,+3.530,Romain Grosjean,Haas F1 Team,2017 Japanese Grand Prix
17,+3.998,Pierre Gasly,Toro Rosso,2017 Japanese Grand Prix
18,+4.090,Lance Stroll,Williams,2017 Japanese Grand Prix
19,+4.278,Marcus Ericsson,Sauber,2017 Japanese Grand Prix
20,+4.566,Pascal Wehrlein,Sauber,2017 Japanese Grand Prix
1,1:33.108,Lewis Hamilton,Mercedes,2017 United States Grand Prix
2,+0.239,Sebastian Vettel,Ferrari,2017 United States Grand Prix
3,+0.460,Valtteri Bottas,Mercedes,2017 United States Grand Prix
4,+0.469,Daniel Ricciardo,Red Bull,2017 United States Grand Prix
5,+0.469,Kimi Räikkönen,Ferrari,2017 United States Grand Prix
6,+0.550,Max Verstappen,Red Bull,2017 United States Grand Prix
7,+1.539,Esteban Ocon,Force India,2017 United States Grand Prix
8,+1.744,Carlos Sainz,Renault,2017 United States Grand Prix
9,+1.899,Fernando Alonso,McLaren,2017 United States Grand Prix
10,+2.040,Sergio Pérez,Force India,2017 United States Grand Prix
11,+2.047,Felipe Massa,Williams,2017 United States Grand Prix
12,+2.421,Daniil Kvyat,Toro Rosso,2017 United States Grand Prix
13,+2.533,Stoffel Vandoorne,McLaren,2017 United States Grand Prix
14,+2.762,Romain Grosjean,Haas F1 Team,2017 United States Grand Prix
15,+2.632,Nico Hülkenberg,Renault,2017 United States Grand Prix
16,+3.734,Marcus Ericsson,Sauber,2017 United States Grand Prix
17,+3.760,Lance Stroll,Williams,2017 United States Grand Prix
18,+3.781,Brendon Hartley,Toro Rosso,2017 United States Grand Prix
19,+4.071,Pascal Wehrlein,Sauber,2017 United States Grand Prix
20,+4.286,Kevin Magnussen,Haas F1 Team,2017 United States Grand Prix
1,1:16.488,Sebastian Vettel,Ferrari,2017 Mexican Grand Prix
2,+0.086,Max Verstappen,Red Bull,2017 Mexican Grand Prix
3,+0.446,Lewis Hamilton,Mercedes,2017 Mexican Grand Prix
4,+0.470,Valtteri Bottas,Mercedes,2017 Mexican Grand Prix
5,+0.750,Kimi Räikkönen,Ferrari,2017 Mexican Grand Prix
6,+0.949,Esteban Ocon,Force India,2017 Mexican Grand Prix
7,+0.959,Daniel Ricciardo,Red Bull,2017 Mexican Grand Prix
8,+0.978,Nico Hülkenberg,Renault,2017 Mexican Grand Prix
9,+1.306,Carlos Sainz,Renault,2017 Mexican Grand Prix
10,+1.319,Sergio Pérez,Force India,2017 Mexican Grand Prix
11,+1.611,Felipe Massa,Williams,2017 Mexican Grand Prix
12,+2.671,Lance Stroll,Williams,2017 Mexican Grand Prix
13,+2.195,Brendon Hartley,Toro Rosso,2017 Mexican Grand Prix
14,+1.222,Fernando Alonso,McLaren,2017 Mexican Grand Prix
15,+2.090,Stoffel Vandoorne,McLaren,2017 Mexican Grand Prix
16,+2.688,Marcus Ericsson,Sauber,2017 Mexican Grand Prix
17,+2.845,Pascal Wehrlein,Sauber,2017 Mexican Grand Prix
18,+2.955,Kevin Magnussen,Haas F1 Team,2017 Mexican Grand Prix
19,+2.985,Romain Grosjean,Haas F1 Team,2017 Mexican Grand Prix
1,1:8.322,Valtteri Bottas,Mercedes,2017 Brazilian Grand Prix
2,+0.038,Sebastian Vettel,Ferrari,2017 Brazilian Grand Prix
3,+0.216,Kimi Räikkönen,Ferrari,2017 Brazilian Grand Prix
4,+0.603,Max Verstappen,Red Bull,2017 Brazilian Grand Prix
5,+1.008,Daniel Ricciardo,Red Bull,2017 Brazilian Grand Prix
6,+1.276,Sergio Pérez,Force India,2017 Brazilian Grand Prix
7,+1.295,Fernando Alonso,McLaren,2017 Brazilian Grand Prix
8,+1.381,Nico Hülkenberg,Renault,2017 Brazilian Grand Prix
9,+1.483,Carlos Sainz,Renault,2017 Brazilian Grand Prix
10,+1.519,Felipe Massa,Williams,2017 Brazilian Grand Prix
11,+1.508,Esteban Ocon,Force India,2017 Brazilian Grand Prix
12,+1.557,Romain Grosjean,Haas F1 Team,2017 Brazilian Grand Prix
13,+1.794,Stoffel Vandoorne,McLaren,2017 Brazilian Grand Prix
14,+1.832,Kevin Magnussen,Haas F1 Team,2017 Brazilian Grand Prix
15,+2.303,Brendon Hartley,Toro Rosso,2017 Brazilian Grand Prix
16,+2.356,Pascal Wehrlein,Sauber,2017 Brazilian Grand Prix
17,+2.364,Pierre Gasly,Toro Rosso,2017 Brazilian Grand Prix
18,+2.454,Lance Stroll,Williams,2017 Brazilian Grand Prix
19,+2.553,Marcus Ericsson,Sauber,2017 Brazilian Grand Prix
20,,Lewis Hamilton,Mercedes,2017 Brazilian Grand Prix
1,1:36.231,Valtteri Bottas,Mercedes,2017 Abu Dhabi Grand Prix
2,+0.172,Lewis Hamilton,Mercedes,2017 Abu Dhabi Grand Prix
3,+0.546,Sebastian Vettel,Ferrari,2017 Abu Dhabi Grand Prix
4,+0.728,Daniel Ricciardo,Red Bull,2017 Abu Dhabi Grand Prix
5,+0.754,Kimi Räikkönen,Ferrari,2017 Abu Dhabi Grand Prix
6,+1.097,Max Verstappen,Red Bull,2017 Abu Dhabi Grand Prix
7,+2.051,Nico Hülkenberg,Renault,2017 Abu Dhabi Grand Prix
8,+2.143,Sergio Pérez,Force India,2017 Abu Dhabi Grand Prix
9,+2.166,Esteban Ocon,Force India,2017 Abu Dhabi Grand Prix
10,+2.319,Felipe Massa,Williams,2017 Abu Dhabi Grand Prix
11,+2.405,Fernando Alonso,McLaren,2017 Abu Dhabi Grand Prix
12,+2.494,Carlos Sainz,Renault,2017 Abu Dhabi Grand Prix
13,+2.577,Stoffel Vandoorne,McLaren,2017 Abu Dhabi Grand Prix
14,+3.067,Kevin Magnussen,Haas F1 Team,2017 Abu Dhabi Grand Prix
15,+3.415,Lance Stroll,Williams,2017 Abu Dhabi Grand Prix
16,+3.285,Romain Grosjean,Haas F1 Team,2017 Abu Dhabi Grand Prix
17,+3.493,Pierre Gasly,Toro Rosso,2017 Abu Dhabi Grand Prix
18,+3.699,Pascal Wehrlein,Sauber,2017 Abu Dhabi Grand Prix
19,+3.763,Marcus Ericsson,Sauber,2017 Abu Dhabi Grand Prix
20,+4.240,Brendon Hartley,Toro Rosso,2017 Abu Dhabi Grand Prix
1,1:21.000,Lewis Hamilton,Mercedes,2018 Australian Grand Prix
2,+0.000,Kimi Räikkönen,Ferrari,2018 Australian Grand Prix
3,+0.000,Sebastian Vettel,Ferrari,2018 Australian Grand Prix
4,+0.000,Max Verstappen,Red Bull,2018 Australian Grand Prix
5,+1.000,Daniel Ricciardo,Red Bull,2018 Australian Grand Prix
6,+2.000,Kevin Magnussen,Haas F1 Team,2018 Australian Grand Prix
7,+2.000,Romain Grosjean,Haas F1 Team,2018 Australian Grand Prix
8,+2.000,Nico Hülkenberg,Renault,2018 Australian Grand Prix
9,+2.000,Carlos Sainz,Renault,2018 Australian Grand Prix
10,+1.000,Valtteri Bottas,Mercedes,2018 Australian Grand Prix
11,+2.000,Fernando Alonso,McLaren,2018 Australian Grand Prix
12,+2.000,Stoffel Vandoorne,McLaren,2018 Australian Grand Prix
13,+3.000,Sergio Pérez,Force India,2018 Australian Grand Prix
14,+3.000,Lance Stroll,Williams,2018 Australian Grand Prix
15,+3.000,Esteban Ocon,Force India,2018 Australian Grand Prix
16,+3.000,Brendon Hartley,Toro Rosso,2018 Australian Grand Prix
17,+3.000,Marcus Ericsson,Sauber,2018 Australian Grand Prix
18,+3.000,Charles Leclerc,Sauber,2018 Australian Grand Prix
19,+3.000,Sergey Sirotkin,Williams,2018 Australian Grand Prix
20,+4.000,Pierre Gasly,Toro Rosso,2018 Australian Grand Prix
1,1:27.000,Sebastian Vettel,Ferrari,2018 Bahrain Grand Prix
2,+1.000,Kimi Räikkönen,Ferrari,2018 Bahrain Grand Prix
3,+1.000,Valtteri Bottas,Mercedes,2018 Bahrain Grand Prix
4,+1.000,Lewis Hamilton,Mercedes,2018 Bahrain Grand Prix
5,+1.000,Daniel Ricciardo,Red Bull,2018 Bahrain Grand Prix
6,+2.000,Pierre Gasly,Toro Rosso,2018 Bahrain Grand Prix
7,+2.000,Kevin Magnussen,Haas F1 Team,2018 Bahrain Grand Prix
8,+2.000,Nico Hülkenberg,Renault,2018 Bahrain Grand Prix
9,+2.000,Esteban Ocon,Force India,2018 Bahrain Grand Prix
10,+2.000,Carlos Sainz,Renault,2018 Bahrain Grand Prix
11,+3.000,Brendon Hartley,Toro Rosso,2018 Bahrain Grand Prix
12,+3.000,Sergio Pérez,Force India,2018 Bahrain Grand Prix
13,+3.000,Fernando Alonso,McLaren,2018 Bahrain Grand Prix
14,+3.000,Stoffel Vandoorne,McLaren,2018 Bahrain Grand Prix
15,+2.000,Max Verstappen,Red Bull,2018 Bahrain Grand Prix
16,+3.000,Romain Grosjean,Haas F1 Team,2018 Bahrain Grand Prix
17,+4.000,Marcus Ericsson,Sauber,2018 Bahrain Grand Prix
18,+4.000,Sergey Sirotkin,Williams,2018 Bahrain Grand Prix
19,+4.000,Charles Leclerc,Sauber,2018 Bahrain Grand Prix
20,+4.000,Lance Stroll,Williams,2018 Bahrain Grand Prix
1,1:31.000,Sebastian Vettel,Ferrari,2018 Chinese Grand Prix
2,+0.000,Kimi Räikkönen,Ferrari,2018 Chinese Grand Prix
3,+0.000,Valtteri Bottas,Mercedes,2018 Chinese Grand Prix
4,+0.000,Lewis Hamilton,Mercedes,2018 Chinese Grand Prix
5,+0.000,Max Verstappen,Red Bull,2018 Chinese Grand Prix
6,+0.000,Daniel Ricciardo,Red Bull,2018 Chinese Grand Prix
7,+1.000,Nico Hülkenberg,Renault,2018 Chinese Grand Prix
8,+1.000,Sergio Pérez,Force India,2018 Chinese Grand Prix
9,+1.000,Carlos Sainz,Renault,2018 Chinese Grand Prix
10,+1.000,Romain Grosjean,Haas F1 Team,2018 Chinese Grand Prix
11,+1.000,Kevin Magnussen,Haas F1 Team,2018 Chinese Grand Prix
12,+2.000,Esteban Ocon,Force India,2018 Chinese Grand Prix
13,+2.000,Fernando Alonso,McLaren,2018 Chinese Grand Prix
14,+2.000,Stoffel Vandoorne,McLaren,2018 Chinese Grand Prix
15,+2.000,Brendon Hartley,Toro Rosso,2018 Chinese Grand Prix
16,+3.000,Sergey Sirotkin,Williams,2018 Chinese Grand Prix
17,+3.000,Pierre Gasly,Toro Rosso,2018 Chinese Grand Prix
18,+3.000,Lance Stroll,Williams,2018 Chinese Grand Prix
19,+3.000,Charles Leclerc,Sauber,2018 Chinese Grand Prix
20,+3.000,Marcus Ericsson,Sauber,2018 Chinese Grand Prix
1,1:41.000,Sebastian Vettel,Ferrari,2018 Azerbaijan Grand Prix
2,+0.000,Lewis Hamilton,Mercedes,2018 Azerbaijan Grand Prix
3,+0.000,Valtteri Bottas,Mercedes,2018 Azerbaijan Grand Prix
4,+0.000,Daniel Ricciardo,Red Bull,2018 Azerbaijan Grand Prix
5,+0.000,Max Verstappen,Red Bull,2018 Azerbaijan Grand Prix
6,+1.000,Kimi Räikkönen,Ferrari,2018 Azerbaijan Grand Prix
7,+1.000,Esteban Ocon,Force India,2018 Azerbaijan Grand Prix
8,+1.000,Sergio Pérez,Force India,2018 Azerbaijan Grand Prix
9,+2.000,Nico Hülkenberg,Renault,2018 Azerbaijan Grand Prix
10,+2.000,Carlos Sainz,Renault,2018 Azerbaijan Grand Prix
11,+2.000,Lance Stroll,Williams,2018 Azerbaijan Grand Prix
12,+2.000,Sergey Sirotkin,Williams,2018 Azerbaijan Grand Prix
13,+3.000,Fernando Alonso,McLaren,2018 Azerbaijan Grand Prix
14,+3.000,Charles Leclerc,Sauber,2018 Azerbaijan Grand Prix
15,+3.000,Kevin Magnussen,Haas F1 Team,2018 Azerbaijan Grand Prix
16,+3.000,Stoffel Vandoorne,McLaren,2018 Azerbaijan Grand Prix
17,+3.000,Pierre Gasly,Toro Rosso,2018 Azerbaijan Grand Prix
18,+4.000,Marcus Ericsson,Sauber,2018 Azerbaijan Grand Prix
19,+16.000,Brendon Hartley,Toro Rosso,2018 Azerbaijan Grand Prix
20,,Romain Grosjean,Haas F1 Team,2018 Azerbaijan Grand Prix
1,1:16.000,Lewis Hamilton,Mercedes,2018 Spanish Grand Prix
2,+0.000,Valtteri Bottas,Mercedes,2018 Spanish Grand Prix
3,+0.000,Sebastian Vettel,Ferrari,2018 Spanish Grand Prix
4,+0.000,Kimi Räikkönen,Ferrari,2018 Spanish Grand Prix
5,+0.000,Max Verstappen,Red Bull,2018 Spanish Grand Prix
6,+0.000,Daniel Ricciardo,Red Bull,2018 Spanish Grand Prix
7,+1.000,Kevin Magnussen,Haas F1 Team,2018 Spanish Grand Prix
8,+1.000,Fernando Alonso,McLaren,2018 Spanish Grand Prix
9,+1.000,Carlos Sainz,Renault,2018 Spanish Grand Prix
10,+1.000,Romain Grosjean,Haas F1 Team,2018 Spanish Grand Prix
11,+2.000,Stoffel Vandoorne,McLaren,2018 Spanish Grand Prix
12,+2.000,Pierre Gasly,Toro Rosso,2018 Spanish Grand Prix
13,+2.000,Esteban Ocon,Force India,2018 Spanish Grand Prix
14,+2.000,Charles Leclerc,Sauber,2018 Spanish Grand Prix
15,+3.000,Sergio Pérez,Force India,2018 Spanish Grand Prix
16,+2.000,Nico Hülkenberg,Renault,2018 Spanish Grand Prix
17,+3.000,Marcus Ericsson,Sauber,2018 Spanish Grand Prix
18,+3.000,Sergey Sirotkin,Williams,2018 Spanish Grand Prix
19,+4.000,Lance Stroll,Williams,2018 Spanish Grand Prix
20,,Brendon Hartley,Toro Rosso,2018 Spanish Grand Prix
1,1:10.000,Daniel Ricciardo,Red Bull,2018 Monaco Grand Prix
2,+1.000,Sebastian Vettel,Ferrari,2018 Monaco Grand Prix
3,+1.000,Lewis Hamilton,Mercedes,2018 Monaco Grand Prix
4,+1.000,Kimi Räikkönen,Ferrari,2018 Monaco Grand Prix
5,+1.000,Valtteri Bottas,Mercedes,2018 Monaco Grand Prix
6,+2.000,Esteban Ocon,Force India,2018 Monaco Grand Prix
7,+2.000,Fernando Alonso,McLaren,2018 Monaco Grand Prix
8,+2.000,Carlos Sainz,Renault,2018 Monaco Grand Prix
9,+2.000,Sergio Pérez,Force India,2018 Monaco Grand Prix
10,+2.000,Pierre Gasly,Toro Rosso,2018 Monaco Grand Prix
11,+2.000,Nico Hülkenberg,Renault,2018 Monaco Grand Prix
12,+2.000,Stoffel Vandoorne,McLaren,2018 Monaco Grand Prix
13,+2.000,Sergey Sirotkin,Williams,2018 Monaco Grand Prix
14,+2.000,Charles Leclerc,Sauber,2018 Monaco Grand Prix
15,+2.000,Romain Grosjean,Haas F1 Team,2018 Monaco Grand Prix
16,+3.000,Brendon Hartley,Toro Rosso,2018 Monaco Grand Prix
17,+3.000,Marcus Ericsson,Sauber,2018 Monaco Grand Prix
18,+3.000,Lance Stroll,Williams,2018 Monaco Grand Prix
19,+3.000,Kevin Magnussen,Haas F1 Team,2018 Monaco Grand Prix
20,,Max Verstappen,Red Bull,2018 Monaco Grand Prix
1,1:10.000,Sebastian Vettel,Ferrari,2018 Canadian Grand Prix
2,+0.000,Valtteri Bottas,Mercedes,2018 Canadian Grand Prix
3,+0.000,Max Verstappen,Red Bull,2018 Canadian Grand Prix
4,+0.000,Lewis Hamilton,Mercedes,2018 Canadian Grand Prix
5,+1.000,Kimi Räikkönen,Ferrari,2018 Canadian Grand Prix
6,+1.000,Daniel Ricciardo,Red Bull,2018 Canadian Grand Prix
7,+1.000,Nico Hülkenberg,Renault,2018 Canadian Grand Prix
8,+2.000,Esteban Ocon,Force India,2018 Canadian Grand Prix
9,+2.000,Carlos Sainz,Renault,2018 Canadian Grand Prix
10,+2.000,Sergio Pérez,Force India,2018 Canadian Grand Prix
11,+2.000,Kevin Magnussen,Haas F1 Team,2018 Canadian Grand Prix
12,+2.000,Brendon Hartley,Toro Rosso,2018 Canadian Grand Prix
13,+2.000,Charles Leclerc,Sauber,2018 Canadian Grand Prix
14,+2.000,Fernando Alonso,McLaren,2018 Canadian Grand Prix
15,+2.000,Stoffel Vandoorne,McLaren,2018 Canadian Grand Prix
16,+3.000,Pierre Gasly,Toro Rosso,2018 Canadian Grand Prix
17,+3.000,Lance Stroll,Williams,2018 Canadian Grand Prix
18,+3.000,Sergey Sirotkin,Williams,2018 Canadian Grand Prix
19,+4.000,Marcus Ericsson,Sauber,2018 Canadian Grand Prix
20,,Romain Grosjean,Haas F1 Team,2018 Canadian Grand Prix
1,1:30.000,Lewis Hamilton,Mercedes,2018 French Grand Prix
2,+0.000,Valtteri Bottas,Mercedes,2018 French Grand Prix
3,+0.000,Sebastian Vettel,Ferrari,2018 French Grand Prix
4,+0.000,Max Verstappen,Red Bull,2018 French Grand Prix
5,+0.000,Daniel Ricciardo,Red Bull,2018 French Grand Prix
6,+1.000,Kimi Räikkönen,Ferrari,2018 French Grand Prix
7,+2.000,Carlos Sainz,Renault,2018 French Grand Prix
8,+2.000,Charles Leclerc,Sauber,2018 French Grand Prix
9,+2.000,Kevin Magnussen,Haas F1 Team,2018 French Grand Prix
10,+1.000,Romain Grosjean,Haas F1 Team,2018 French Grand Prix
11,+2.000,Esteban Ocon,Force India,2018 French Grand Prix
12,+2.000,Nico Hülkenberg,Renault,2018 French Grand Prix
13,+2.000,Sergio Pérez,Force India,2018 French Grand Prix
14,+2.000,Pierre Gasly,Toro Rosso,2018 French Grand Prix
15,+2.000,Marcus Ericsson,Sauber,2018 French Grand Prix
16,+2.000,Fernando Alonso,McLaren,2018 French Grand Prix
17,+3.000,Brendon Hartley,Toro Rosso,2018 French Grand Prix
18,+3.000,Stoffel Vandoorne,McLaren,2018 French Grand Prix
19,+3.000,Sergey Sirotkin,Williams,2018 French Grand Prix
20,+3.000,Lance Stroll,Williams,2018 French Grand Prix
1,1:3.000,Valtteri Bottas,Mercedes,2018 Austrian Grand Prix
2,+0.000,Lewis Hamilton,Mercedes,2018 Austrian Grand Prix
3,+0.000,Sebastian Vettel,Ferrari,2018 Austrian Grand Prix
4,+0.000,Kimi Räikkönen,Ferrari,2018 Austrian Grand Prix
5,+0.000,Max Verstappen,Red Bull,2018 Austrian Grand Prix
6,+0.000,Romain Grosjean,Haas F1 Team,2018 Austrian Grand Prix
7,+0.000,Daniel Ricciardo,Red Bull,2018 Austrian Grand Prix
8,+1.000,Kevin Magnussen,Haas F1 Team,2018 Austrian Grand Prix
9,+1.000,Carlos Sainz,Renault,2018 Austrian Grand Prix
10,+2.000,Nico Hülkenberg,Renault,2018 Austrian Grand Prix
11,+1.000,Esteban Ocon,Force India,2018 Austrian Grand Prix
12,+1.000,Pierre Gasly,Toro Rosso,2018 Austrian Grand Prix
13,+1.000,Charles Leclerc,Sauber,2018 Austrian Grand Prix
14,+2.000,Fernando Alonso,McLaren,2018 Austrian Grand Prix
15,+2.000,Lance Stroll,Williams,2018 Austrian Grand Prix
16,+2.000,Stoffel Vandoorne,McLaren,2018 Austrian Grand Prix
17,+2.000,Sergio Pérez,Force India,2018 Austrian Grand Prix
18,+2.000,Sergey Sirotkin,Williams,2018 Austrian Grand Prix
19,+2.000,Brendon Hartley,Toro Rosso,2018 Austrian Grand Prix
20,+2.000,Marcus Ericsson,Sauber,2018 Austrian Grand Prix
1,1:25.000,Lewis Hamilton,Mercedes,2018 British Grand Prix
2,+0.000,Sebastian Vettel,Ferrari,2018 British Grand Prix
3,+0.000,Kimi Räikkönen,Ferrari,2018 British Grand Prix
4,+1.000,Valtteri Bottas,Mercedes,2018 British Grand Prix
5,+1.000,Max Verstappen,Red Bull,2018 British Grand Prix
6,+2.000,Daniel Ricciardo,Red Bull,2018 British Grand Prix
7,+2.000,Kevin Magnussen,Haas F1 Team,2018 British Grand Prix
8,+2.000,Romain Grosjean,Haas F1 Team,2018 British Grand Prix
9,+2.000,Charles Leclerc,Sauber,2018 British Grand Prix
10,+3.000,Esteban Ocon,Force India,2018 British Grand Prix
11,+2.000,Nico Hülkenberg,Renault,2018 British Grand Prix
12,+2.000,Sergio Pérez,Force India,2018 British Grand Prix
13,+3.000,Fernando Alonso,McLaren,2018 British Grand Prix
14,+3.000,Pierre Gasly,Toro Rosso,2018 British Grand Prix
15,+3.000,Marcus Ericsson,Sauber,2018 British Grand Prix
16,+3.000,Carlos Sainz,Renault,2018 British Grand Prix
17,+4.000,Stoffel Vandoorne,McLaren,2018 British Grand Prix
18,+4.000,Sergey Sirotkin,Williams,2018 British Grand Prix
19,,Lance Stroll,Williams,2018 British Grand Prix
20,,Brendon Hartley,Toro Rosso,2018 British Grand Prix
1,1:11.000,Sebastian Vettel,Ferrari,2018 German Grand Prix
2,+0.000,Valtteri Bottas,Mercedes,2018 German Grand Prix
3,+0.000,Kimi Räikkönen,Ferrari,2018 German Grand Prix
4,+0.000,Max Verstappen,Red Bull,2018 German Grand Prix
5,+1.000,Kevin Magnussen,Haas F1 Team,2018 German Grand Prix
6,+1.000,Romain Grosjean,Haas F1 Team,2018 German Grand Prix
7,+1.000,Nico Hülkenberg,Renault,2018 German Grand Prix
8,+1.000,Carlos Sainz,Renault,2018 German Grand Prix
9,+1.000,Charles Leclerc,Sauber,2018 German Grand Prix
10,+1.000,Sergio Pérez,Force India,2018 German Grand Prix
11,+2.000,Fernando Alonso,McLaren,2018 German Grand Prix
12,+2.000,Sergey Sirotkin,Williams,2018 German Grand Prix
13,+2.000,Marcus Ericsson,Sauber,2018 German Grand Prix
14,+2.000,Lewis Hamilton,Mercedes,2018 German Grand Prix
15,+2.000,Daniel Ricciardo,Red Bull,2018 German Grand Prix
16,+2.000,Esteban Ocon,Force India,2018 German Grand Prix
17,+2.000,Pierre Gasly,Toro Rosso,2018 German Grand Prix
18,+3.000,Brendon Hartley,Toro Rosso,2018 German Grand Prix
19,+3.000,Lance Stroll,Williams,2018 German Grand Prix
20,+3.000,Stoffel Vandoorne,McLaren,2018 German Grand Prix
1,1:35.000,Lewis Hamilton,Mercedes,2018 Hungarian Grand Prix
2,+0.000,Valtteri Bottas,Mercedes,2018 Hungarian Grand Prix
3,+1.000,Kimi Räikkönen,Ferrari,2018 Hungarian Grand Prix
4,+1.000,Sebastian Vettel,Ferrari,2018 Hungarian Grand Prix
5,+1.000,Carlos Sainz,Renault,2018 Hungarian Grand Prix
6,+2.000,Pierre Gasly,Toro Rosso,2018 Hungarian Grand Prix
7,+3.000,Max Verstappen,Red Bull,2018 Hungarian Grand Prix
8,+3.000,Brendon Hartley,Toro Rosso,2018 Hungarian Grand Prix
9,+4.000,Kevin Magnussen,Haas F1 Team,2018 Hungarian Grand Prix
10,+5.000,Romain Grosjean,Haas F1 Team,2018 Hungarian Grand Prix
11,+0.000,Fernando Alonso,McLaren,2018 Hungarian Grand Prix
12,+1.000,Daniel Ricciardo,Red Bull,2018 Hungarian Grand Prix
13,+1.000,Nico Hülkenberg,Renault,2018 Hungarian Grand Prix
14,+2.000,Marcus Ericsson,Sauber,2018 Hungarian Grand Prix
15,+-1:-17.000,Lance Stroll,Williams,2018 Hungarian Grand Prix
16,+-1:-17.000,Stoffel Vandoorne,McLaren,2018 Hungarian Grand Prix
17,+-1:-17.000,Charles Leclerc,Sauber,2018 Hungarian Grand Prix
18,+-1:-16.000,Esteban Ocon,Force India,2018 Hungarian Grand Prix
19,+-1:-16.000,Sergio Pérez,Force India,2018 Hungarian Grand Prix
20,+-1:-16.000,Sergey Sirotkin,Williams,2018 Hungarian Grand Prix
1,1:58.000,Lewis Hamilton,Mercedes,2018 Belgian Grand Prix
2,+0.000,Sebastian Vettel,Ferrari,2018 Belgian Grand Prix
3,+3.000,Esteban Ocon,Force India,2018 Belgian Grand Prix
4,+3.000,Sergio Pérez,Force India,2018 Belgian Grand Prix
5,+4.000,Romain Grosjean,Haas F1 Team,2018 Belgian Grand Prix
6,+4.000,Kimi Räikkönen,Ferrari,2018 Belgian Grand Prix
7,+4.000,Max Verstappen,Red Bull,2018 Belgian Grand Prix
8,+4.000,Daniel Ricciardo,Red Bull,2018 Belgian Grand Prix
9,+6.000,Kevin Magnussen,Haas F1 Team,2018 Belgian Grand Prix
